PLAYER NAME,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_TGT,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,REC,REC_TDS,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,TGT,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,PPR_BOOM,PPR_BUST,PPR_STARTER,DEPTH,STANDARD_ADP,PPR_ADP
JAMYCAL HASTY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,144.8,126.0,153.0,18.5,10.0,175.0,0.0,0.0,141.8,126,152,18.9,10,174,0.0,0.0,0.0,0.0,0.0,0.0,NE,2.0,8,10,7,0,100,0,0,100,0,4,500.0,500
JARET PATTERSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3,73.0,133.0,17.5,10.0,115.0,0.0,0.0,103.3,81,137,19.7,10,129,0.0,0.0,0.0,0.0,0.0,0.0,LAC,0.0,21,22,10,0,0,0,0,0,0,0,500.0,500
JASE MCCLELLAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.6,98.0,118.0,6.4,10.0,119.0,0.0,0.0,110.3,89,117,9.8,10,121,0.0,0.0,0.0,0.0,0.0,0.0,ATL,0.0,7,15,2,0,0,0,0,0,0,0,500.0,500
JASHAUN CORBIN,0.4,1.0,0.0,4.0,0.3,0.0,0.3,1.0,1.3,158.3,147.0,168.0,8.7,11.0,168.0,1.4,4.3,160.3,149,171,8.0,11,166,3.0,0.0,12.0,1.0,0.0,1.0,NYG,3.0,13,1,32,0,100,0,0,100,0,0,500.0,500
JAVONTE WILLIAMS,8.3,2.9,0.1,14.3,13.6,0.2,48.4,3.6,132.2,32.8,24.0,33.0,5.2,5.0,59.0,11.2,179.2,29.6,21,28,5.4,5,55,47.0,2.0,228.0,217.0,3.0,774.0,DEN,58.0,19,18,20,0,13,27,0,13,33,1,95.0,97
JAWHAR JORDAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.7,79.0,105.0,9.4,9.0,112.0,0.0,0.0,93.1,74,103,10.8,9,114,0.0,0.0,0.0,0.0,0.0,0.0,HOU,0.0,2,3,21,0,0,0,0,0,0,3,500.0,500
JAYLEN WARREN,8.0,3.6,0.0,21.8,8.8,0.2,46.1,4.4,135.4,32.1,23.0,32.0,4.0,5.0,45.0,11.6,196.4,25.1,18,24,4.6,4,41,61.0,0.0,370.0,149.0,4.0,784.0,PIT,74.0,17,23,4,6,19,38,6,0,50,1,87.0,79
JAYLEN WRIGHT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.2,32.0,58.0,7.5,7.0,86.0,0.0,0.0,56.9,34,56,8.5,7,94,0.0,0.0,0.0,0.0,0.0,0.0,MIA,0.0,6,5,19,0,0,0,0,0,0,3,144.5,194
JEFFERY WILSON,2.7,1.4,0.0,8.5,4.1,0.0,18.8,1.7,27.3,78.0,66.0,80.0,6.2,8.0,96.0,4.1,41.3,80.6,66,81,6.6,8,100,14.0,0.0,85.0,41.0,0.0,188.0,MIA,17.0,6,5,19,0,89,0,0,67,0,4,500.0,500
JERICK MCKINNON,5.0,2.1,0.3,16.0,1.8,0.1,5.0,2.7,59.4,88.3,66.0,96.0,11.9,8.0,112.0,7.0,84.4,83.2,60,92,10.8,8,107,25.0,4.0,192.0,21.0,1.0,60.0,FA,32.0,33,33,33,0,67,33,0,67,25,0,500.0,500
JEROME FORD,9.8,2.6,0.3,18.8,12.0,0.2,47.8,3.7,167.2,38.4,24.0,38.0,4.6,5.0,49.0,12.4,211.2,37.1,20,36,5.2,5,47,44.0,5.0,319.0,204.0,4.0,813.0,CLE,63.0,4,8,8,13,19,63,13,13,69,2,118.0,125
JK DOBBINS,9.7,2.0,0.0,15.0,8.0,1.0,22.0,3.0,9.7,52.6,29.0,52.0,8.0,6.0,76.0,11.7,11.7,52.9,29,53,8.0,6,79,2.0,0.0,15.0,8.0,1.0,22.0,LAC,3.0,21,22,10,0,0,100,0,0,100,2,133.0,130
JOE MIXON,12.6,3.1,0.2,22.1,15.1,0.5,60.8,3.8,215.0,13.3,8.0,13.0,2.0,3.0,19.0,15.7,267.0,14.2,7,15,2.3,3,20,52.0,3.0,376.0,257.0,9.0,1034.0,HOU,64.0,2,3,21,6,0,69,6,0,69,1,48.5,27
JONATHAN TAYLOR,13.7,1.9,0.1,15.3,16.9,0.7,74.1,2.3,137.4,4.6,2.0,4.0,1.5,2.0,9.0,15.6,156.4,5.7,3,5,1.6,2,12,19.0,1.0,153.0,169.0,7.0,741.0,IND,23.0,31,32,22,11,11,78,0,11,78,1,12.5,13
JONATHAN WARD,0.2,0.0,0.0,0.0,0.6,0.0,2.2,0.0,1.1,156.0,149.0,166.0,7.3,11.0,166.0,0.2,1.1,159.0,152,170,6.7,11,168,0.0,0.0,0.0,3.0,0.0,11.0,PIT,0.0,17,23,4,0,100,0,0,100,0,0,500.0,500
JONATHON BROOKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,20.0,31.0,9.7,5.0,72.0,0.0,0.0,33.8,21,34,10.1,5,77,0.0,0.0,0.0,0.0,0.0,0.0,CAR,0.0,32,31,27,0,0,0,0,0,0,1,83.5,71
JORDAN MASON,2.6,0.2,0.0,1.9,2.5,0.2,12.9,0.3,41.7,81.4,66.0,79.0,9.2,8.0,120.0,2.8,44.7,81.5,68,78,8.4,8,120,3.0,0.0,31.0,40.0,3.0,206.0,SF,4.0,10,12,5,0,80,20,0,80,7,4,500.0,500
JOSH JACOBS,11.1,2.8,0.0,22.8,17.9,0.5,61.9,4.2,144.1,12.9,7.0,12.0,3.6,3.0,26.0,13.9,181.1,14.2,8,16,3.1,3,24,37.0,0.0,296.0,233.0,6.0,805.0,GB,54.0,29,29,15,15,8,54,23,8,62,1,26.0,39
JOSHUA KELLEY,3.2,0.5,0.0,1.9,6.3,0.1,23.8,0.7,53.7,95.4,77.0,99.0,9.1,9.0,122.0,3.6,61.7,92.1,73,98,12.1,8,136,8.0,0.0,32.0,107.0,2.0,405.0,FA,12.0,33,33,33,0,81,13,0,81,13,0,500.0,500
JULIUS CHESTNUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.6,123.0,146.0,13.4,10.0,164.0,0.0,0.0,142.2,123,147,12.1,10,161,0.0,0.0,0.0,0.0,0.0,0.0,TEN,0.0,11,13,6,0,100,0,0,100,0,0,500.0,500
JUSTICE HILL,5.1,1.8,0.1,12.9,5.3,0.2,24.2,2.4,81.3,69.5,51.0,69.0,6.3,7.0,90.0,6.8,109.3,69.0,49,69,6.4,7,90,28.0,1.0,206.0,84.0,3.0,387.0,BAL,39.0,20,14,25,0,53,20,7,53,20,2,500.0,500
KAREEM HUNT,6.9,1.0,0.0,5.6,9.0,0.6,27.4,1.4,103.5,82.9,67.0,92.0,9.3,8.0,108.0,7.9,118.5,88.4,70,93,10.5,8,112,15.0,0.0,84.0,135.0,9.0,411.0,FA,21.0,33,33,33,0,36,50,0,36,21,0,500.0,500
KEAONTAY INGRAM,1.4,0.6,0.0,3.7,5.0,0.0,10.6,0.6,10.0,100.0,85.0,102.0,8.1,9.0,130.0,2.0,14.0,99.3,83,102,10.3,9,139,4.0,0.0,26.0,35.0,0.0,74.0,KC,4.0,3,6,11,0,86,0,0,86,0,3,500.0,500
KEATON MITCHELL,8.7,1.3,0.0,13.3,6.7,0.3,56.6,1.6,60.9,61.9,47.0,64.0,7.3,7.0,86.0,10.0,69.9,63.1,50,66,7.3,7,88,9.0,0.0,93.0,47.0,2.0,396.0,BAL,11.0,20,14,25,14,29,57,0,29,57,3,500.0,500
KEILAN ROBINSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.2,103.0,128.0,13.3,10.0,135.0,0.0,0.0,120.8,96,129,16.6,10,141,0.0,0.0,0.0,0.0,0.0,0.0,JAC,0.0,30,27,26,0,0,0,0,0,0,4,500.0,500
KENDALL MILTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.8,109.0,125.0,7.2,10.0,126.0,0.0,0.0,122.2,110,131,12.1,10,143,0.0,0.0,0.0,0.0,0.0,0.0,PHI,0.0,15,28,1,0,0,0,0,0,0,0,500.0,500
KENDRE MILLER,4.2,1.3,0.0,14.6,5.1,0.1,19.5,1.4,33.3,47.3,38.0,46.0,5.0,6.0,64.0,5.4,43.3,46.7,38,46,4.6,6,58,10.0,0.0,117.0,41.0,1.0,156.0,NO,11.0,27,20,31,0,86,14,0,86,14,2,142.0,153
KENE NWANGWU,0.2,0.0,0.0,0.0,0.6,0.0,1.6,0.0,1.3,124.0,109.0,122.0,15.3,10.0,156.0,0.2,1.3,126.3,111,123,14.3,10,154,0.0,0.0,0.0,5.0,0.0,13.0,MIN,0.0,26,16,30,0,100,0,0,100,0,3,500.0,500
KENNETH WALKER,11.4,1.9,0.1,17.3,14.6,0.5,60.3,2.5,170.4,14.2,10.0,14.0,2.5,3.0,19.0,13.3,199.4,17.1,14,17,2.0,3,22,29.0,1.0,259.0,219.0,8.0,905.0,SEA,37.0,23,25,17,14,14,57,7,14,64,1,47.0,44
KENNY GAINWELL,4.2,1.9,0.0,11.4,5.3,0.1,22.8,2.3,67.4,65.2,54.0,65.0,4.7,7.0,81.0,6.1,97.4,62.0,50,60,5.8,7,77,30.0,0.0,183.0,84.0,2.0,364.0,PHI,37.0,15,28,1,0,60,7,0,53,13,2,500.0,500
KENNY MCINTOSH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.6,92.0,112.0,10.1,9.0,121.0,0.0,0.0,107.1,90,112,10.8,9,123,0.0,0.0,0.0,0.0,0.0,0.0,SEA,0.0,23,25,17,0,0,0,0,0,0,3,500.0,500
KESHAWN VAUGHN,0.9,0.4,0.0,0.4,4.8,0.0,8.4,1.0,4.4,159.0,137.0,170.0,22.0,11.0,181.0,1.3,6.4,161.5,144,174,17.5,11,179,2.0,0.0,2.0,24.0,0.0,42.0,FA,5.0,33,33,33,0,100,0,0,100,0,0,500.0,500
KEVIN HARRIS,4.6,0.8,0.0,14.5,4.0,0.3,16.3,0.8,18.3,106.8,88.0,115.0,8.9,10.0,118.0,5.3,21.3,108.9,91,116,8.9,10,120,3.0,0.0,58.0,16.0,1.0,65.0,NE,3.0,8,10,7,0,33,33,0,33,0,3,500.0,500
KHALIL HERBERT,7.7,1.7,0.1,11.2,11.0,0.2,50.9,2.6,92.5,51.2,39.0,50.0,6.5,6.0,70.0,9.4,112.5,52.3,41,51,6.2,6,72,20.0,1.0,134.0,132.0,2.0,611.0,CHI,31.0,18,21,12,9,45,36,9,36,36,3,195.0,500
KHARI BLASINGAME,0.2,0.2,0.0,0.1,0.5,0.0,1.6,0.4,2.8,149.0,139.0,165.0,10.0,11.0,159.0,0.4,5.8,148.0,138,168,10.0,11,158,3.0,0.0,2.0,8.0,0.0,26.0,CHI,6.0,18,21,12,0,100,0,0,100,0,4,500.0,500
KIMANI VIDAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.2,41.0,67.0,11.1,7.0,95.0,0.0,0.0,58.5,41,67,11.4,7,99,0.0,0.0,0.0,0.0,0.0,0.0,LAC,0.0,21,22,10,0,0,0,0,0,0,3,151.5,500
KINGSTON DAVIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,43.0,55.0,9.8,6.0,98.0,0.0,0.0,58.0,45,55,10.0,6,99,0.0,0.0,0.0,0.0,0.0,0.0,BUF,0.0,12,7,24,0,0,0,0,0,0,2,169.5,500
KYLE JUSZCZYK,1.4,0.8,0.1,7.0,0.3,0.0,0.4,1.0,24.5,118.6,100.0,126.0,11.6,10.0,129.0,2.3,38.5,111.8,86,124,13.8,10,124,14.0,2.0,119.0,5.0,0.0,6.0,SF,17.0,10,12,5,0,87,13,0,87,7,5,500.0,500
KYREN WILLIAMS,18.6,2.7,0.3,17.2,19.0,1.0,95.3,4.0,223.0,7.5,2.0,8.0,2.0,2.0,12.0,21.3,255.0,9.3,3,8,2.8,2,15,32.0,3.0,206.0,228.0,12.0,1144.0,LAR,48.0,1,2,14,50,0,83,50,0,83,1,17.5,15
LAMICAL PERINE,2.2,0.6,0.0,6.6,4.4,0.0,15.4,1.0,11.0,142.8,122.0,145.0,20.6,10.0,182.0,2.8,14.0,148.0,132,151,18.0,10,182,3.0,0.0,33.0,22.0,0.0,77.0,PIT,5.0,17,23,4,0,100,0,0,100,0,4,500.0,500
LATAVIUS MURRAY,4.1,1.1,0.0,7.4,4.9,0.3,18.8,1.4,65.9,98.2,88.0,107.0,6.1,9.0,113.0,5.2,82.9,100.8,93,107,6.6,9,119,17.0,0.0,119.0,79.0,4.0,300.0,FA,22.0,33,33,33,0,56,19,0,63,13,0,500.0,500
LEONARD FOURNETTE,2.0,0.0,0.0,0.0,6.0,0.0,20.0,0.0,4.0,120.2,89.0,127.0,22.1,10.0,147.0,2.0,4.0,123.2,94,132,21.5,10,151,0.0,0.0,0.0,12.0,0.0,40.0,FA,0.0,33,33,33,0,100,0,0,100,0,0,500.0,500
LOUIS REES-ZAMMIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,105.0,150.0,15.6,10.0,139.0,0.0,0.0,131.3,110,153,15.3,10,145,0.0,0.0,0.0,0.0,0.0,0.0,KC,0.0,3,6,11,0,0,0,0,0,0,5,500.0,500
MALIK DAVIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.8,86.0,117.0,15.6,10.0,132.0,0.0,0.0,110.6,90,120,16.7,10,143,0.0,0.0,0.0,0.0,0.0,0.0,DAL,0.0,5,4,23,0,100,0,0,100,0,3,500.0,500
MARKEISE IRVING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.3,50.0,59.0,6.2,7.0,87.0,0.0,0.0,61.6,47,59,7.5,7,92,0.0,0.0,0.0,0.0,0.0,0.0,TB,0.0,28,30,9,0,0,0,0,0,0,2,179.0,500
MARSHAWN LLOYD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.7,35.0,51.0,8.3,6.0,90.0,0.0,0.0,49.8,35,50,8.2,6,90,0.0,0.0,0.0,0.0,0.0,0.0,GB,0.0,29,29,15,0,0,0,0,0,0,2,146.5,160
MATT BREIDA,1.8,1.0,0.0,5.2,3.2,0.1,8.9,1.2,29.9,99.9,91.0,101.0,5.4,9.0,114.0,2.8,46.9,95.4,86,100,6.0,9,110,17.0,0.0,88.0,55.0,1.0,151.0,FA,21.0,33,33,33,0,88,0,0,88,13,0,500.0,500
MELVIN GORDON,4.2,0.8,0.0,11.5,6.5,0.3,20.3,0.8,16.7,158.7,134.0,167.0,18.4,11.0,178.0,4.9,19.7,157.7,132,167,19.1,11,178,3.0,0.0,46.0,26.0,1.0,81.0,FA,3.0,33,33,33,0,0,0,0,33,0,0,500.0,500
MICHAEL BURTON,0.2,0.2,0.0,0.5,0.4,0.0,0.5,0.2,3.7,159.7,152.0,172.0,7.0,11.0,169.0,0.4,6.7,152.0,145,164,5.0,11,156,3.0,0.0,8.0,7.0,0.0,9.0,DEN,3.0,19,18,20,0,100,0,0,100,0,0,500.0,500
MICHAEL CARTER,2.3,1.6,0.1,6.7,2.0,0.0,12.5,2.1,34.8,83.2,68.0,83.0,6.9,8.0,108.0,3.9,58.8,77.6,55,79,7.5,8,109,24.0,1.0,101.0,30.0,0.0,187.0,ARI,31.0,25,26,13,0,93,7,0,71,7,4,500.0,500
MICHAEL WILEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.3,99.0,148.0,18.6,10.0,139.0,0.0,0.0,123.7,99,146,19.3,10,146,0.0,0.0,0.0,0.0,0.0,0.0,WAS,0.0,16,9,28,0,0,0,0,0,0,0,500.0,500
MIKE BOONE,0.7,0.8,0.0,4.4,0.6,0.0,2.6,1.0,6.3,143.4,128.0,149.0,12.8,10.0,161.0,1.5,13.3,150.0,137,155,12.0,11,165,7.0,0.0,40.0,5.0,0.0,23.0,CAR,9.0,32,31,27,0,100,0,0,100,0,6,500.0,500
MILES SANDERS,3.8,1.7,0.0,9.6,8.1,0.1,27.0,2.6,60.6,65.5,50.0,66.0,6.6,7.0,87.0,5.5,87.6,63.8,49,65,7.3,7,84,27.0,0.0,154.0,129.0,1.0,432.0,CAR,41.0,32,31,27,0,60,7,0,53,13,3,500.0,500
MYLES GASKIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.8,122.0,155.0,20.3,11.0,177.0,0.0,0.0,151.3,122,157,19.6,11,176,0.0,0.0,0.0,0.0,0.0,0.0,MIN,0.0,26,16,30,0,0,0,0,0,0,0,500.0,500
NAJEE HARRIS,9.8,1.7,0.0,10.0,15.0,0.5,60.9,2.2,166.5,21.7,15.0,23.0,3.2,4.0,28.0,11.5,195.5,25.2,16,25,3.7,4,33,29.0,0.0,170.0,255.0,8.0,1035.0,PIT,38.0,17,23,4,6,25,44,6,31,44,2,70.0,81
NICK BAWDEN,0.5,0.2,0.0,1.3,0.1,0.1,0.3,0.2,8.5,150.7,137.0,162.0,11.9,11.0,166.0,0.7,11.5,151.7,133,163,14.7,11,169,3.0,0.0,21.0,2.0,1.0,4.0,NYJ,3.0,22,24,16,0,92,0,0,92,0,4,500.0,500
NICK CHUBB,9.6,2.0,0.0,10.5,14.0,0.0,85.0,2.0,19.1,33.9,22.0,34.0,7.7,5.0,60.0,11.6,23.1,38.5,24,39,6.6,5,65,4.0,0.0,21.0,28.0,0.0,170.0,CLE,4.0,4,8,8,0,0,50,0,0,50,1,90.5,88
NOLAN HENDERSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,96.0,151.0,12.0,10.0,120.0,0.0,0.0,116.5,98,154,18.5,10,135,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500
NYHEIM HINES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.9,92.0,116.0,9.6,10.0,122.0,0.0,0.0,101.0,81,113,11.9,9,118,0.0,0.0,0.0,0.0,0.0,0.0,CLE,0.0,4,8,8,0,0,0,0,0,0,5,500.0,500
PATRICK RICARD,0.7,0.3,0.1,3.1,0.0,0.0,0.0,0.4,11.2,146.0,140.0,154.0,5.5,11.0,155.0,1.0,16.2,138.0,130,148,8.0,10,151,5.0,1.0,52.0,0.0,0.0,0.0,BAL,7.0,20,14,25,0,93,0,0,93,0,5,500.0,500
PATRICK TAYLOR,1.7,1.0,0.0,4.5,2.9,0.0,12.8,1.5,19.0,128.8,107.0,137.0,15.5,10.0,147.0,2.7,30.0,122.0,101,130,12.9,10,137,11.0,0.0,49.0,32.0,0.0,141.0,SF,17.0,10,12,5,0,90,0,0,90,0,0,500.0,500
PIERRE STRONG,2.2,0.3,0.0,2.8,3.7,0.1,17.1,0.5,37.8,82.6,69.0,86.0,6.0,8.0,102.0,2.5,42.8,84.3,70,87,6.4,8,96,5.0,0.0,47.0,63.0,1.0,291.0,CLE,8.0,4,8,8,0,81,6,0,88,0,4,500.0,500
RACHAAD WHITE,12.0,3.8,0.2,32.3,16.0,0.4,58.2,4.1,203.9,15.0,8.0,16.0,2.4,3.0,21.0,15.8,267.9,11.1,7,11,2.6,3,19,64.0,3.0,549.0,272.0,6.0,990.0,TB,70.0,28,30,9,19,6,69,13,0,75,1,36.5,37
RAHEEM BLACKSHEAR,1.0,0.5,0.0,4.1,1.3,0.0,4.2,0.6,11.1,130.0,113.0,130.0,8.8,10.0,141.0,1.6,17.1,122.5,111,125,7.2,10,129,6.0,0.0,45.0,14.0,0.0,46.0,CAR,7.0,32,31,27,0,100,0,0,100,0,5,500.0,500
RAHEEM MOSTERT,16.2,1.7,0.2,11.7,13.9,1.2,67.5,2.1,242.7,23.2,17.0,24.0,3.8,4.0,33.0,17.8,267.7,27.8,16,27,4.4,5,37,25.0,3.0,175.0,209.0,18.0,1012.0,MIA,32.0,6,5,19,33,7,87,27,7,73,2,83.5,92
RASHAAD PENNY,1.3,0.3,0.0,1.7,3.7,0.0,11.0,0.3,3.8,92.4,73.0,93.0,8.0,8.0,117.0,1.6,4.8,93.8,73,94,7.5,8,117,1.0,0.0,5.0,11.0,0.0,33.0,CAR,1.0,32,31,27,0,100,0,0,100,0,4,500.0,500
RASHEEN ALI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.8,73.0,100.0,9.6,9.0,117.0,0.0,0.0,88.9,74,101,10.3,9,118,0.0,0.0,0.0,0.0,0.0,0.0,BAL,0.0,20,14,25,0,0,0,0,0,0,4,500.0,500
REGGIE GILLIAM,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.3,158.7,150.0,169.0,6.9,11.0,167.0,0.1,1.3,150.0,139,162,8.6,11,160,1.0,0.0,3.0,0.0,0.0,0.0,BUF,1.0,12,7,24,0,100,0,0,100,0,0,500.0,500
RHAMONDRE STEVENSON,9.0,3.2,0.0,19.8,13.0,0.3,51.6,4.3,107.7,21.3,15.0,19.0,3.4,4.0,29.0,12.1,145.7,18.8,11,19,2.7,4,28,38.0,0.0,238.0,156.0,4.0,619.0,NE,51.0,8,10,7,8,25,58,17,25,58,1,60.5,56
RICO DOWDLE,4.7,1.1,0.1,9.0,5.6,0.1,22.6,1.4,74.5,45.5,33.0,44.0,5.8,6.0,58.0,5.7,91.5,47.5,37,48,5.5,6,61,17.0,2.0,144.0,89.0,2.0,361.0,DAL,22.0,5,4,23,0,67,27,0,73,20,2,141.5,182
RONNIE RIVERS,1.7,0.6,0.0,2.4,3.6,0.0,14.3,0.6,15.1,90.0,76.0,90.0,5.3,8.0,105.0,2.2,20.1,93.3,76,91,5.5,8,109,5.0,0.0,22.0,32.0,0.0,129.0,LAR,5.0,1,2,14,0,88,0,0,88,0,3,500.0,500
ROSCHON JOHNSON,4.5,2.3,0.0,13.9,5.4,0.1,23.5,2.7,68.1,55.8,42.0,54.0,6.5,6.0,79.0,6.8,102.1,52.7,40,52,5.8,6,77,34.0,0.0,209.0,81.0,2.0,352.0,CHI,40.0,18,21,12,0,50,14,0,36,21,2,186.0,500
ROYCE FREEMAN,4.1,0.1,0.0,1.2,7.0,0.2,29.0,0.2,45.2,90.7,73.0,103.0,10.5,9.0,116.0,4.2,46.2,97.3,76,105,10.2,9,119,1.0,0.0,13.0,77.0,2.0,319.0,DAL,2.0,5,4,23,0,60,20,0,60,10,5,500.0,500
SALVON AHMED,3.0,1.8,0.1,9.8,2.4,0.1,6.8,2.6,26.9,101.0,94.0,98.0,4.5,8.0,118.0,4.8,42.9,90.3,79,96,7.4,8,113,16.0,1.0,88.0,22.0,1.0,61.0,MIA,23.0,6,5,19,0,75,25,0,63,25,6,500.0,500
SAMAJE PERINE,4.2,2.9,0.0,26.8,3.1,0.1,14.0,3.3,71.3,77.2,65.0,73.0,5.6,7.0,96.0,7.1,121.3,70.8,56,72,4.5,7,82,50.0,0.0,455.0,53.0,1.0,238.0,DEN,56.0,19,18,20,0,56,6,0,50,25,3,183.0,500
SAQUON BARKLEY,13.0,2.9,0.3,20.0,17.6,0.4,68.7,4.3,182.2,6.6,4.0,6.0,2.0,2.0,14.0,15.9,223.2,6.2,4,6,1.8,2,15,41.0,4.0,280.0,247.0,6.0,962.0,PHI,60.0,15,28,1,23,8,62,23,8,62,1,12.5,10
SEAN TUCKER,0.6,0.4,0.0,1.8,3.0,0.0,4.6,0.4,3.2,112.0,92.0,120.0,11.5,10.0,129.0,1.0,5.2,112.6,94,119,12.9,10,137,2.0,0.0,9.0,15.0,0.0,23.0,TB,2.0,28,30,9,0,100,0,0,100,0,4,500.0,500
SIONE HOUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.8,106.0,141.0,12.9,10.0,142.0,0.0,0.0,127.5,108,142,13.4,10,140,0.0,0.0,0.0,0.0,0.0,0.0,DET,0.0,14,11,18,0,0,0,0,0,0,0,500.0,500
TONY JONES,3.6,1.0,0.0,5.3,3.7,0.3,13.6,1.4,25.2,151.0,133.0,163.0,13.0,11.0,163.0,4.6,32.2,153.0,135,165,12.8,11,163,7.0,0.0,37.0,26.0,2.0,95.0,ARI,10.0,25,26,13,0,67,17,0,67,17,0,500.0,500
TONY POLLARD,9.9,3.2,0.0,18.3,14.8,0.4,59.1,3.9,167.6,27.2,20.0,26.0,4.0,4.0,40.0,13.1,222.6,27.5,18,26,4.6,4,39,55.0,0.0,311.0,252.0,6.0,1005.0,TEN,67.0,11,13,6,6,0,50,13,19,50,1,84.0,94
TRAVIS ETIENNE,13.2,3.4,0.1,28.0,15.7,0.6,59.3,4.3,224.4,9.5,4.0,9.0,2.4,2.0,14.0,16.6,282.4,8.2,5,7,2.1,2,13,58.0,1.0,476.0,267.0,11.0,1008.0,JAC,73.0,30,27,26,31,6,63,31,0,63,1,18.5,20
TRAVIS HOMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,158.5,157.0,174.0,1.5,11.0,160.0,0.0,0.0,156.5,156,173,0.5,11,157,0.0,0.0,0.0,0.0,0.0,0.0,CHI,1.0,18,21,12,0,100,0,0,100,0,5,500.0,500
TRAYVEON WILLIAMS,0.5,0.4,0.0,0.6,0.9,0.0,4.1,0.5,7.9,104.4,93.0,114.0,9.0,10.0,119.0,0.9,14.9,103.4,92,115,8.9,9,116,7.0,0.0,10.0,15.0,0.0,69.0,CIN,9.0,24,17,29,0,100,0,0,100,0,3,500.0,500
TREY BENSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,20.0,39.0,5.4,5.0,54.0,0.0,0.0,40.3,24,41,5.3,5,55,0.0,0.0,0.0,0.0,0.0,0.0,ARI,0.0,25,26,13,0,0,0,0,0,0,2,105.0,124
TREY SERMON,1.4,0.3,0.0,1.1,2.9,0.0,13.3,0.5,17.3,76.0,55.0,76.0,8.9,8.0,95.0,1.7,20.3,80.7,59,80,10.7,8,100,3.0,0.0,13.0,35.0,0.0,160.0,IND,6.0,31,32,22,0,92,8,0,83,0,2,500.0,500
TY CHANDLER,5.0,1.3,0.0,9.9,6.4,0.2,28.8,1.6,80.0,45.6,34.0,45.0,5.3,6.0,62.0,6.3,101.0,46.8,37,47,5.1,6,63,21.0,0.0,159.0,102.0,3.0,461.0,MIN,25.0,26,16,30,7,60,20,7,60,13,2,139.0,163
TY JOHNSON,2.8,0.8,0.1,6.9,3.3,0.0,14.7,0.8,25.4,93.4,76.0,106.0,9.5,9.0,108.0,3.6,32.4,93.0,74,106,9.8,9,111,7.0,1.0,62.0,30.0,0.0,132.0,BUF,7.0,12,7,24,0,75,13,0,75,13,3,500.0,500
TYJAE SPEARS,6.0,3.1,0.1,22.6,5.9,0.1,26.6,4.1,101.8,35.4,28.0,35.0,2.1,5.0,40.0,9.0,153.8,29.6,19,29,3.2,5,38,52.0,1.0,385.0,100.0,2.0,453.0,TEN,70.0,11,13,6,0,50,19,0,31,25,2,103.5,101
TYLER ALLGEIER,7.0,1.1,0.1,11.4,10.9,0.2,40.2,1.4,119.6,47.8,40.0,47.0,4.2,6.0,58.0,8.1,137.6,49.0,42,49,3.9,6,61,18.0,1.0,193.0,186.0,4.0,683.0,ATL,23.0,7,15,2,6,38,31,6,56,31,2,159.0,145
