,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_TGT,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,REC,REC_TDS,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,TGT,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,PPR_BOOM,PPR_BUST,PPR_STARTER,DEPTH,STANDARD_ADP,PPR_ADP,20_YD_ATT,20_YD_%RUSH,10_YD_ATT,10_YD_%RUSH,5_YD_ATT,5_YD_%RUSH,20_YD_TGT,20_YD_%TGT,10_YD_TGT,10_YD_%TGT
JARED WILEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.9,43.0,63.0,15.3,7.0,104.0,0.0,0.0,64.4,42,66,14.1,7,103,0.0,0.0,0.0,0.0,0.0,0.0,KC,0.0,5,2,23,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JATAVION SANDERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4,25.0,31.0,4.7,5.0,49.0,0.0,0.0,33.4,25,30,4.3,5,50,0.0,0.0,0.0,0.0,0.0,0.0,CAR,0.0,4,8,1,0,0,0,0,0,0,1,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JELANI WOODS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.3,20.0,32.0,5.9,5.0,60.0,0.0,0.0,33.4,21,33,6.1,5,61,0.0,0.0,0.0,0.0,0.0,0.0,IND,0.0,21,24,7,0,0,0,0,0,0,1,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JEREMY RUCKERT,1.0,1.1,0.0,10.1,0.0,0.0,0.0,1.5,15.1,50.7,42.0,49.0,4.7,7.0,58.0,2.1,31.1,50.0,41,49,4.4,7,57,16.0,0.0,151.0,0.0,0.0,0.0,NYJ,22.0,28,21,31,0,100,0,0,100,0,2,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JESPER HORSTED,0.1,0.2,0.0,0.8,0.0,0.0,0.0,0.2,0.4,118.3,107.0,118.0,9.5,10.0,133.0,0.3,1.4,117.3,104,119,10.3,10,130,1.0,0.0,4.0,0.0,0.0,0.0,CAR,1.0,4,8,1,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JOHN BATES,0.9,1.1,0.0,8.9,0.0,0.0,0.0,1.6,15.1,86.0,77.0,86.0,7.2,8.0,99.0,2.0,34.1,76.7,73,83,6.0,8,90,19.0,0.0,151.0,0.0,0.0,0.0,WAS,28.0,16,15,20,0,94,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,3,4.7,3,8.6
JOHN MUNDT,1.4,1.0,0.1,10.1,0.0,0.0,0.0,1.4,23.2,53.1,36.0,56.0,13.9,7.0,84.0,2.4,40.2,50.3,36,56,11.4,7,76,17.0,1.0,172.0,0.0,0.0,0.0,MIN,23.0,3,3,6,0,92,8,0,92,8,3,500.0,500,0,0.0,0,0.0,0,0.0,4,5.1,3,6.4
JONNU SMITH,4.4,2.9,0.2,34.2,0.1,0.0,0.0,4.1,74.2,27.7,16.0,34.0,6.9,5.0,61.0,7.3,124.2,27.6,16,34,7.2,5,61,50.0,3.0,582.0,1.0,0.0,0.0,MIA,70.0,32,32,26,6,63,19,6,56,25,1,500.0,500,1,1.3,1,2.8,1,9.1,9,16.7,5,17.9
JORDAN AKINS,0.8,0.9,0.0,7.8,0.0,0.0,0.0,1.4,13.2,69.3,56.0,77.0,12.5,8.0,91.0,1.7,28.2,67.9,56,76,12.4,8,92,15.0,0.0,132.0,0.0,0.0,0.0,CLE,23.0,1,4,2,0,100,0,0,100,0,2,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JOSH OLIVER,1.8,1.3,0.1,12.5,0.0,0.0,0.0,1.6,31.3,51.9,36.0,54.0,7.2,7.0,63.0,3.1,53.3,51.3,36,52,6.7,7,62,22.0,2.0,213.0,0.0,0.0,0.0,MIN,28.0,3,3,6,0,88,13,0,88,6,2,500.0,500,0,0.0,0,0.0,0,0.0,5,6.3,3,6.4
JOSH WHYLE,1.4,0.8,0.1,8.5,0.0,0.0,0.0,1.4,15.4,54.1,41.0,59.0,11.3,7.0,82.0,2.2,24.4,56.3,41,60,13.3,7,84,9.0,1.0,94.0,0.0,0.0,0.0,TEN,15.0,2,5,4,0,89,11,0,89,11,2,500.0,500,0,0.0,0,0.0,0,0.0,5,10.6,2,8.7
JOSIAH DEGUARA,0.4,0.5,0.0,4.3,0.0,0.0,0.0,0.5,6.5,117.8,110.0,117.0,7.6,10.0,130.0,1.0,14.5,102.8,95,108,4.6,9,107,8.0,0.0,65.0,0.0,0.0,0.0,JAC,8.0,19,10,25,0,100,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
JULIAN HILL,0.2,0.4,0.0,3.2,0.0,0.0,0.0,0.6,2.8,98.6,80.0,94.0,12.1,9.0,111.0,0.6,8.8,99.4,85,97,10.9,9,111,6.0,0.0,48.0,0.0,0.0,0.0,MIA,9.0,32,32,26,0,100,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,1,1.5,1,2.3
JUWAN JOHNSON,4.7,2.8,0.3,28.3,0.0,0.0,0.0,4.5,60.8,23.7,17.0,23.0,4.2,4.0,34.0,7.5,97.8,24.7,17,23,4.3,4,36,37.0,4.0,368.0,0.0,0.0,0.0,NO,59.0,13,22,5,8,58,33,8,58,33,1,500.0,500,0,0.0,0,0.0,0,0.0,7,10.8,3,9.1
KENNY YEBOAH,0.6,0.4,0.0,5.6,0.0,0.0,0.0,0.8,2.8,106.0,83.0,100.0,16.7,9.0,125.0,1.0,4.8,99.4,79,96,16.4,9,119,2.0,0.0,28.0,0.0,0.0,0.0,NYJ,4.0,28,21,31,0,100,0,0,100,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
KEVIN RADER,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.2,0.6,95.0,76.0,122.0,19.0,10.0,114.0,0.1,1.6,108.0,88,127,20.0,10,128,1.0,0.0,6.0,0.0,0.0,0.0,NO,3.0,13,22,5,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,1,2.1,1,4.3
KO KIEFT,0.4,0.1,0.1,0.1,0.0,0.0,0.0,0.3,6.2,101.6,87.0,98.0,12.2,9.0,122.0,0.5,7.2,93.0,82,89,9.6,8,110,1.0,1.0,2.0,0.0,0.0,0.0,TB,5.0,18,17,17,0,92,0,0,100,0,2,500.0,500,0,0.0,0,0.0,0,0.0,2,3.4,1,3.4
KYLE PITTS,5.0,3.1,0.2,39.2,0.1,0.0,-0.2,5.3,84.3,5.7,1.0,6.0,1.7,2.0,11.0,8.1,137.3,7.0,2,7,1.8,2,12,53.0,3.0,667.0,1.0,0.0,-4.0,ATL,90.0,15,13,19,0,50,25,0,56,25,1,63.5,60,0,0.0,0,0.0,0,0.0,5,9.3,3,10.7
KYLEN GRANSON,2.9,2.0,0.1,24.5,0.1,0.0,0.1,3.3,43.0,46.1,32.0,44.0,7.2,6.0,70.0,4.9,73.0,46.0,31,44,7.6,6,71,30.0,1.0,368.0,1.0,0.0,2.0,IND,50.0,21,24,7,0,71,21,0,71,21,2,500.0,500,0,0.0,0,0.0,0,0.0,5,8.5,4,16.0
LOGAN THOMAS,4.5,3.4,0.3,31.0,0.1,0.0,0.1,4.9,71.8,42.6,31.0,50.0,10.6,7.0,71.0,7.9,126.8,42.6,31,51,10.9,7,71,55.0,4.0,496.0,1.0,0.0,2.0,FA,78.0,33,33,33,0,67,27,7,47,20,0,500.0,500,0,0.0,0,0.0,0,0.0,9,14.1,6,17.1
LUCAS KRULL,2.2,1.1,0.1,13.6,0.0,0.0,0.0,2.0,15.5,54.8,40.0,65.0,11.8,7.0,78.0,3.4,23.5,55.0,44,67,11.9,7,81,8.0,1.0,95.0,0.0,0.0,0.0,DEN,14.0,30,25,30,0,83,17,0,83,17,3,500.0,500,0,0.0,0,0.0,0,0.0,2,3.1,2,5.7
LUKE FARRELL,0.9,0.8,0.0,9.1,0.0,0.0,0.0,0.9,15.5,81.7,66.0,82.0,10.2,8.0,97.0,1.7,28.5,80.9,65,80,9.4,8,95,13.0,0.0,155.0,0.0,0.0,0.0,JAC,15.0,19,10,25,0,93,0,0,93,0,4,500.0,500,0,0.0,0,0.0,0,0.0,1,1.6,1,3.3
LUKE MUSGRAVE,3.7,3.1,0.1,32.0,0.0,0.0,0.0,4.2,41.2,18.3,13.0,19.0,2.6,4.0,26.0,6.8,75.2,17.8,13,17,2.5,4,26,34.0,1.0,352.0,0.0,0.0,0.0,GB,46.0,8,9,15,0,60,20,0,50,20,1,148.0,500,0,0.0,0,0.0,0,0.0,5,5.6,1,2.7
LUKE SCHOONMAKER,1.1,0.5,0.1,3.8,0.0,0.0,0.0,0.9,18.5,56.8,41.0,57.0,11.1,7.0,78.0,1.6,26.5,58.6,42,59,10.8,7,78,8.0,2.0,65.0,0.0,0.0,0.0,DAL,15.0,29,28,21,0,87,7,0,93,0,2,500.0,500,0,0.0,0,0.0,0,0.0,5,4.8,3,5.9
MARCEDES LEWIS,0.5,0.2,0.1,1.7,0.0,0.0,0.0,0.3,8.9,119.8,101.0,119.0,18.7,10.0,144.0,0.8,12.9,120.3,99,120,18.5,10,141,4.0,1.0,29.0,0.0,0.0,0.0,CHI,5.0,20,19,16,0,92,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,2,3.6,1,3.8
MARK ANDREWS,9.0,4.5,0.6,54.4,0.1,0.0,0.0,6.1,90.4,3.0,1.0,3.0,1.0,1.0,6.0,13.5,135.4,4.1,1,4,1.2,1,7,45.0,6.0,544.0,1.0,0.0,0.0,BAL,61.0,6,12,10,20,20,70,20,30,70,1,49.0,40,1,0.9,0,0.0,0,0.0,14,21.9,7,22.6
MICHAEL MAYER,3.2,1.9,0.1,21.7,0.0,0.0,0.0,2.9,44.4,31.2,17.0,29.0,5.5,4.0,47.0,5.1,71.4,31.0,17,29,5.7,4,47,27.0,2.0,304.0,0.0,0.0,0.0,LV,40.0,10,18,9,0,69,23,0,69,23,2,500.0,500,0,0.0,0,0.0,0,0.0,7,9.9,2,5.7
MIKE GESICKI,2.1,1.7,0.1,14.4,0.0,0.0,0.0,2.6,36.4,29.0,20.0,28.0,4.0,4.0,41.0,3.8,65.4,28.9,20,28,4.0,4,41,29.0,2.0,244.0,0.0,0.0,0.0,CIN,45.0,26,23,28,0,88,13,0,81,0,1,500.0,500,0,0.0,0,0.0,0,0.0,6,16.7,2,15.4
MITCHELL WILCOX,0.3,0.5,0.0,3.3,0.0,0.0,0.0,0.7,5.6,105.5,75.0,111.0,27.0,9.0,149.0,0.9,14.6,109.5,72,114,27.9,9,150,9.0,0.0,56.0,0.0,0.0,0.0,NE,12.0,14,20,12,0,100,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,2,2.7,1,2.7
MO ALIE-COX,2.1,0.8,0.2,9.5,0.0,0.0,0.0,1.3,36.1,70.5,59.0,79.0,6.5,8.0,79.0,2.9,49.1,75.3,63,82,9.0,8,91,13.0,3.0,161.0,0.0,0.0,0.0,IND,22.0,21,24,7,0,80,13,0,87,7,3,500.0,500,0,0.0,0,0.0,0,0.0,3,5.1,1,4.0
MYCOLE PRUITT,1.0,0.5,0.1,6.5,0.0,0.0,0.0,0.7,17.0,75.8,46.0,84.0,16.0,8.0,94.0,1.5,26.0,85.4,52,90,17.9,9,106,9.0,1.0,110.0,0.0,0.0,0.0,PIT,12.0,23,27,8,0,94,6,0,94,0,0,500.0,500,0,0.0,0,0.0,0,0.0,3,5.6,2,7.1
NATE ADKINS,0.2,0.4,0.0,2.2,0.0,0.0,0.0,0.5,2.2,100.0,80.0,115.0,15.3,9.0,117.0,0.6,6.2,101.3,84,117,12.5,9,113,4.0,0.0,22.0,0.0,0.0,0.0,DEN,5.0,30,25,30,0,100,0,0,100,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NICK VANNETT,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.1,0.3,65.0,55.0,96.0,10.8,9.0,80.0,0.2,1.3,66.7,56,98,12.4,9,84,1.0,0.0,3.0,0.0,0.0,0.0,TEN,1.0,2,5,4,0,100,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NOAH FANT,2.4,1.9,0.0,24.4,0.0,0.0,0.0,2.5,41.4,23.8,15.0,24.0,4.5,4.0,40.0,4.3,73.4,23.1,15,21,4.5,4,39,32.0,0.0,414.0,0.0,0.0,0.0,SEA,43.0,27,29,18,0,80,0,0,73,7,1,500.0,500,0,0.0,0,0.0,0,0.0,2,3.1,0,0.0
NOAH GRAY,2.5,1.6,0.1,17.9,0.1,0.0,0.1,2.4,42.6,44.6,33.0,43.0,5.4,6.0,60.0,4.2,70.6,45.4,35,43,5.4,6,60,28.0,2.0,305.0,1.0,0.0,1.0,KC,41.0,5,2,23,0,88,6,0,94,6,2,500.0,500,1,1.4,1,2.6,0,0.0,3,3.4,2,4.2
PAT FREIERMUTH,3.7,2.7,0.2,25.7,0.0,0.0,0.0,3.9,44.8,13.6,9.0,13.0,2.2,3.0,21.0,6.4,76.8,13.3,10,13,1.9,3,21,32.0,2.0,308.0,0.0,0.0,0.0,PIT,47.0,23,27,8,0,64,18,9,82,18,1,124.0,143,0,0.0,0,0.0,0,0.0,6,14.3,2,11.1
PAYNE DURHAM,0.4,0.4,0.0,4.5,0.0,0.0,0.0,0.5,5.8,92.6,75.0,88.0,12.5,9.0,112.0,0.8,10.8,92.4,78,93,10.7,9,108,5.0,0.0,58.0,0.0,0.0,0.0,TB,7.0,18,17,17,0,100,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,1,1.7,0,0.0
PEYTON HENDERSHOT,0.5,0.5,0.0,4.8,0.1,0.0,0.0,0.9,3.8,89.0,76.0,87.0,12.5,9.0,112.0,1.0,7.8,86.7,76,84,11.5,8,110,4.0,0.0,38.0,1.0,0.0,0.0,DAL,7.0,29,28,21,0,100,0,0,100,0,3,500.0,500,1,1.0,1,2.0,1,4.2,2,1.9,1,2.0
PHARAOH BROWN,1.5,0.8,0.1,12.2,0.0,0.0,0.0,0.9,24.8,68.0,60.0,75.0,5.5,8.0,76.0,2.2,37.8,70.4,65,78,4.5,8,78,13.0,1.0,208.0,0.0,0.0,0.0,SEA,15.0,27,29,18,8,85,8,0,92,8,2,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
QUINTIN MORRIS,0.6,0.1,0.1,1.7,0.0,0.0,0.0,0.2,8.6,98.0,79.0,93.0,11.3,9.0,111.0,0.7,10.6,105.2,87,100,11.9,9,123,2.0,1.0,26.0,0.0,0.0,0.0,BUF,3.0,17,6,29,0,90,10,0,90,0,3,500.0,500,0,0.0,0,0.0,0,0.0,2,3.2,0,0.0
ROBERT TONYAN,0.7,0.6,0.0,6.6,0.0,0.0,0.0,1.0,11.2,56.5,44.0,72.0,10.2,8.0,70.0,1.3,22.2,54.0,43,77,10.1,8,68,11.0,0.0,112.0,0.0,0.0,0.0,MIN,17.0,3,3,6,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,2,3.6,0,0.0
RODNEY WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,129.8,117.0,128.0,10.8,10.0,147.0,0.0,0.0,128.3,118,126,10.2,10,145,0.0,0.0,0.0,0.0,0.0,0.0,PIT,2.0,23,27,8,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ROSS DWELLEY,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.2,1.2,88.8,59.0,97.0,22.7,9.0,115.0,0.2,2.2,98.8,65,106,24.7,9,127,1.0,0.0,12.0,0.0,0.0,0.0,ATL,2.0,15,13,19,0,100,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,1,1.4,0,0.0
SAM LAPORTA,9.0,5.1,0.6,52.3,0.1,0.0,0.2,7.1,153.3,1.6,1.0,1.0,0.9,1.0,5.0,14.1,239.3,1.6,1,1,0.9,1,5,86.0,10.0,889.0,1.0,0.0,4.0,DET,120.0,9,11,14,25,38,44,31,25,56,1,28.0,26,0,0.0,0,0.0,0,0.0,15,23.1,10,28.6
SEAN MCKEON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,125.0,118.0,123.0,4.5,10.0,129.0,0.0,0.0,122.0,118,122,3.5,10,126,0.0,0.0,0.0,0.0,0.0,0.0,DET,2.0,9,11,14,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,1,1.0,1,2.0
SHANE ZYLSTRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,126.0,137.0,11.4,11.0,152.0,0.0,0.0,140.3,126,138,10.1,11,148,0.0,0.0,0.0,0.0,0.0,0.0,DET,0.0,9,11,14,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
STEPHEN SULLIVAN,1.1,1.1,0.0,11.4,0.0,0.0,0.0,2.2,12.5,101.0,88.0,105.0,14.3,9.0,124.0,2.2,24.5,96.3,84,105,11.4,9,114,12.0,0.0,125.0,0.0,0.0,0.0,FA,24.0,33,33,33,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
STONE SMARTT,1.3,0.7,0.1,9.7,0.0,0.0,0.0,1.3,21.5,99.2,81.0,95.0,22.4,9.0,142.0,2.0,32.5,101.4,85,99,21.3,9,142,11.0,1.0,155.0,0.0,0.0,0.0,LAC,21.0,24,26,13,0,92,8,0,92,8,4,500.0,500,0,0.0,0,0.0,0,0.0,2,2.7,2,4.5
TANNER HUDSON,3.4,3.3,0.1,29.3,0.0,0.0,0.0,4.2,41.2,47.2,33.0,47.0,7.6,7.0,65.0,6.7,80.2,46.0,32,47,8.1,7,64,39.0,1.0,352.0,0.0,0.0,0.0,CIN,50.0,26,23,28,0,64,9,0,55,0,4,500.0,500,0,0.0,0,0.0,0,0.0,3,4.1,0,0.0
TANNER MCLACHLAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,47.0,83.0,15.7,8.0,93.0,0.0,0.0,78.6,63,87,10.0,8,94,0.0,0.0,0.0,0.0,0.0,0.0,CIN,0.0,26,23,28,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TAYSOM HILL,6.9,2.1,0.1,18.2,5.1,0.3,25.1,2.5,110.5,17.5,9.0,15.0,5.6,4.0,44.0,9.0,143.5,23.6,13,25,5.7,4,42,33.0,2.0,291.0,81.0,4.0,401.0,NO,40.0,13,22,5,20,47,40,13,47,40,2,157.5,167,27,29.7,18,32.7,7,35.0,4,6.2,3,9.1
TEAGAN QUITORIANO,0.5,0.3,0.0,4.7,0.0,0.0,0.0,0.4,3.3,92.5,77.0,99.0,10.4,9.0,106.0,0.8,5.3,108.5,90,113,11.0,9,119,2.0,0.0,33.0,0.0,0.0,0.0,HOU,3.0,7,1,32,0,100,0,0,100,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
THEO JOHNSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,24.0,39.0,5.8,5.0,54.0,0.0,0.0,35.7,24,39,5.9,5,53,0.0,0.0,0.0,0.0,0.0,0.0,NYG,0.0,25,31,3,0,0,0,0,0,0,1,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TIP REIMAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.4,56.0,70.0,8.7,8.0,78.0,0.0,0.0,67.4,55,70,7.7,8,80,0.0,0.0,0.0,0.0,0.0,0.0,ARI,0.0,11,16,11,0,0,0,0,0,0,2,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TJ HOCKENSON,8.3,6.3,0.3,64.0,0.0,0.0,0.0,8.5,124.0,17.6,12.0,16.0,4.0,4.0,34.0,14.6,219.0,16.1,11,15,3.4,3,33,95.0,5.0,960.0,0.0,0.0,0.0,MIN,127.0,3,3,6,20,13,40,27,7,67,1,116.0,120,0,0.0,0,0.0,0,0.0,10,12.7,7,14.9
TOMMY SWEENEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,140.0,141.0,3.0,11.0,146.0,0.0,0.0,137.5,129,140,8.5,11,146,0.0,0.0,0.0,0.0,0.0,0.0,CHI,0.0,20,19,16,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TOMMY TREMBLE,2.3,1.4,0.2,12.1,0.0,0.0,0.0,2.0,37.4,49.5,37.0,51.0,7.6,7.0,70.0,3.8,60.4,50.4,38,50,8.2,7,71,23.0,3.0,194.0,0.0,0.0,0.0,CAR,32.0,4,8,1,0,71,14,0,86,0,2,500.0,500,0,0.0,0,0.0,0,0.0,4,11.1,3,13.6
TRAVIS KELCE,8.4,6.2,0.3,65.6,0.0,0.0,0.0,8.1,126.4,2.2,1.0,2.0,1.3,1.0,6.0,14.6,219.4,2.1,1,2,1.1,1,6,93.0,5.0,984.0,0.0,0.0,0.0,KC,121.0,5,2,23,13,20,60,27,20,73,1,29.5,19,0,0.0,0,0.0,0,0.0,19,21.6,10,20.8
TREVON WESCO,0.1,0.1,0.0,1.4,0.0,0.0,0.0,0.2,2.1,100.0,95.0,124.0,5.0,10.0,105.0,0.2,3.1,119.0,108,133,11.0,10,130,1.0,0.0,21.0,0.0,0.0,0.0,FA,3.0,33,33,33,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TREY KNOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.5,135.0,140.0,6.5,11.0,148.0,0.0,0.0,136.0,127,139,9.0,11,145,0.0,0.0,0.0,0.0,0.0,0.0,MIN,0.0,3,3,6,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TREY MCBRIDE,5.9,4.8,0.2,48.5,0.0,0.0,0.0,6.2,100.5,4.5,2.0,4.0,1.5,2.0,8.0,10.7,181.5,3.2,1,3,1.1,1,7,81.0,3.0,825.0,0.0,0.0,0.0,ARI,106.0,11,16,11,19,56,25,25,44,38,1,48.0,49,0,0.0,0,0.0,0,0.0,11,19.0,7,26.9
TUCKER FISK,0.1,0.2,0.0,1.5,0.0,0.0,0.0,0.2,0.9,120.3,89.0,127.0,24.6,10.0,149.0,0.3,1.9,123.0,101,128,19.3,10,148,1.0,0.0,9.0,0.0,0.0,0.0,LAC,1.0,24,26,13,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TUCKER KRAFT,2.8,1.8,0.1,20.9,0.0,0.0,0.0,2.4,47.5,28.6,18.0,27.0,5.2,4.0,44.0,4.6,78.5,28.6,18,27,5.5,4,42,31.0,2.0,355.0,0.0,0.0,0.0,GB,40.0,8,9,15,0,62,23,0,62,23,2,500.0,500,0,0.0,0,0.0,0,0.0,7,7.8,3,8.1
TYLER CONKLIN,3.7,3.6,0.0,36.5,0.1,0.0,0.0,5.1,62.1,21.5,13.0,20.0,4.0,4.0,30.0,7.2,123.1,20.2,13,19,3.9,4,30,61.0,0.0,621.0,1.0,0.0,0.0,NYJ,87.0,28,21,31,0,56,19,0,56,19,1,181.5,184,0,0.0,0,0.0,0,0.0,9,18.4,8,25.8
TYLER DAVIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.5,137.0,138.0,0.5,11.0,138.0,0.0,0.0,131.5,126,137,5.5,11,137,0.0,0.0,0.0,0.0,0.0,0.0,GB,0.0,8,9,15,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TYLER HIGBEE,4.1,3.1,0.1,33.0,0.0,0.0,0.0,4.7,61.5,37.8,26.0,36.0,6.0,5.0,57.0,7.2,108.5,36.9,25,36,6.1,5,54,47.0,2.0,495.0,0.0,0.0,0.0,LAR,70.0,22,14,27,7,60,20,7,67,27,1,500.0,500,0,0.0,0,0.0,0,0.0,5,6.8,4,9.8
TYLER MABRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,104.0,133.0,12.0,10.0,128.0,0.0,0.0,112.0,102,130,10.0,10,122,0.0,0.0,0.0,0.0,0.0,0.0,SEA,0.0,27,29,18,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WILL DISSLY,1.4,1.1,0.1,10.8,0.0,0.0,0.0,1.4,23.2,42.6,30.0,45.0,5.7,6.0,53.0,2.5,40.2,42.2,25,46,6.3,6,52,17.0,1.0,172.0,0.0,0.0,0.0,LAC,22.0,24,26,13,0,100,0,0,100,0,1,500.0,500,0,0.0,0,0.0,0,0.0,2,3.1,0,0.0
WILL MALLORY,1.7,1.5,0.0,17.3,0.0,0.0,0.0,2.2,20.7,71.8,49.0,67.0,27.6,7.0,150.0,3.2,38.7,69.2,48,64,25.9,7,150,18.0,0.0,207.0,0.0,0.0,0.0,IND,26.0,21,24,7,0,73,0,0,82,0,4,500.0,500,0,0.0,0,0.0,0,0.0,1,1.7,0,0.0
ZACH ERTZ,3.5,3.9,0.1,26.7,0.0,0.0,0.0,6.1,24.7,32.8,19.0,35.0,4.9,5.0,41.0,7.4,51.7,31.4,15,35,4.8,5,39,27.0,1.0,187.0,0.0,0.0,0.0,WAS,43.0,16,15,20,0,57,14,0,43,29,1,500.0,500,0,0.0,0,0.0,0,0.0,7,12.1,2,7.7
ZACH GENTRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,127.0,136.0,2.0,11.0,131.0,0.0,0.0,126.0,116,135,10.0,10,136,0.0,0.0,0.0,0.0,0.0,0.0,LV,0.0,10,18,9,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ZACK KUNTZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.8,86.0,113.0,17.9,9.0,136.0,0.0,0.0,107.2,86,104,18.9,9,135,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,0.0,28,21,31,0,100,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
