PLAYER NAME,POS,AVG_RK,AVG_FAN PTS,AVG_PASS_TDS,AVG_PASS_YDS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,BEST_RK,FAN PTS,PASS_TDS,PASS_YDS,PPR_AVG_RK,PPR_AVG_FAN PTS,PPR_BEST_RK,PPR_FAN PTS,PPR_RK,PPR_STD.DEV_RK,PPR_TIERS,PPR_WORST_RK,REC,REC_TDS,REC_YDS,RK,RUSH_ATT,RUSH_TDS,RUSH_YDS,STD.DEV_RK,TEAM,TIERS,WORST_RK,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,DEPTH,STANDARD_ADP,PPR_ADP,AVG_TGT,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,TGT,BOOM,BUST,STARTER,PPR_BOOM,PPR_BUST,PPR_STARTER,20_YD_ATT,20_YD_%RUSH,10_YD_ATT,10_YD_%RUSH,5_YD_ATT,5_YD_%RUSH,20_YD_TGT,20_YD_%TGT,10_YD_TGT,10_YD_%TGT,AVG_PASS_ATT,AVG_PASS_COMP,AVG_PASS_INT,AVG_PASS_PCT,AVG_SACK,AVG_YDS,PASS_ATT,PASS_COMP,PASS_INT,PASS_PCT,SACK,YDS,AVG_BLK KICK,AVG_DEF TD,AVG_FUMR,AVG_INT,AVG_PTS VS.,AVG_RET TD,AVG_SAFE,BLK KICK,DEF TD,FUMR,INT,PTS VS.,RET TD,SAFE,0-19,20-29,30-39,40-49,50+,AVG_0-19,AVG_20-29,AVG_30-39,AVG_40-49,AVG_50+,AVG_XPA,AVG_XPM,XPA,XPM
AARON JONES,RB,65.3,11.2,0.0,0.0,3.0,0.1,24.0,15.0,0.3,66.9,47.0,190.6,0.0,0.0,68.8,14.2,46.0,241.6,65.0,9.6,6.0,98.0,51.0,2.0,408.0,63.0,255.0,5.0,1138.0,8.2,MIN,6.0,82.0,8,6,14,1.0,64.0,66,3.6,25.2,18.0,25.0,3.0,4.0,31.0,23.8,16.0,22.0,3.0,4.0,33.0,62.0,6.0,6.0,63.0,6.0,6.0,75.0,42.0,62.7,24.0,66.7,12.0,70.6,17.0,19.5,7.0,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARON RODGERS,QB,218.6,15.7,1.6,229.2,0.0,0.0,0.0,1.3,0.0,6.3,124.0,267.6,28.0,3897.0,200.5,15.7,118.0,267.6,191.0,41.1,11.0,307.0,0.0,0.0,0.0,203.0,22.0,0.0,107.0,44.0,PIT,11.0,320.0,6,4,13,1.0,181.5,197,,27.3,19.0,28.0,2.3,5.0,31.0,,,,,,,,6.0,38.0,25.0,6.0,38.0,25.0,2.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,21.6,0.6,63%,2.4,229.2,584.0,368.0,11.0,63%,40.0,3897.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM THIELEN,WR,176.9,9.2,0.0,0.0,4.8,0.5,61.5,0.0,0.0,0.0,116.0,91.5,0.0,0.0,157.4,13.9,93.0,139.5,155.0,24.9,10.0,244.0,48.0,5.0,615.0,172.0,0.0,0.0,0.0,26.7,CAR,10.0,266.0,6,15,2,3.0,183.0,151,6.2,66.4,47.0,66.0,8.8,7.0,103.0,62.5,42.0,62.0,8.7,6.0,100.0,62.0,11.0,11.0,56.0,11.0,11.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.7,2.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM TRAUTMAN,TE,384.0,1.8,0.0,0.0,0.8,0.1,11.1,0.0,0.0,0.0,374.0,30.8,0.0,0.0,391.0,2.6,385.0,43.8,510.0,4.2,16.0,394.0,13.0,2.0,188.0,493.0,0.0,0.0,0.0,6.5,DEN,16.0,394.0,1,3,2,2.0,500.0,500,1.3,61.2,55.0,68.0,4.1,8.0,67.0,65.8,60.0,69.0,5.0,8.0,74.0,22.0,6.0,88.0,13.0,0.0,88.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.1,1.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADONAI MITCHELL,WR,216.1,1.8,0.0,0.0,1.4,0.0,18.4,0.2,0.0,0.4,172.0,30.8,0.0,0.0,223.1,3.2,164.0,53.8,220.0,28.5,11.0,332.0,23.0,0.0,312.0,214.0,4.0,0.0,6.0,24.6,IND,11.0,326.0,23,25,20,4.0,500.0,500,3.2,78.5,65.0,78.0,8.3,7.0,120.0,82.4,64.0,80.0,9.6,7.0,124.0,55.0,0.0,88.0,0.0,0.0,88.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,8.9,2.0,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIDAN OCONNELL,QB,339.8,10.8,0.9,179.1,0.0,0.0,0.0,2.3,0.1,3.3,307.0,97.5,8.0,1612.0,327.2,10.8,307.0,97.5,423.0,15.4,15.0,346.0,0.0,0.0,0.0,427.0,21.0,1.0,30.0,24.6,LV,15.0,385.0,9,12,4,2.0,500.0,500,,49.6,33.0,45.0,10.5,7.0,73.0,,,,,,,,0.0,75.0,13.0,0.0,75.0,13.0,2.0,3.4,1.0,2.9,1.0,5.0,0.0,0.0,0.0,0.0,27.0,17.1,0.4,63%,1.1,179.1,243.0,154.0,4.0,63%,10.0,1612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ BARNER,TE,322.2,2.9,0.0,0.0,1.8,0.2,14.4,0.0,0.0,0.0,242.0,48.5,0.0,0.0,328.3,4.6,258.0,78.5,359.0,33.9,14.0,381.0,30.0,4.0,245.0,356.0,0.0,0.0,0.0,34.4,SEA,14.0,381.0,30,32,8,2.0,500.0,500,2.2,43.0,29.0,47.0,6.3,6.0,57.0,43.7,31.0,47.0,6.7,6.0,57.0,38.0,0.0,81.0,19.0,0.0,81.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.2,4.0,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ BROWN,WR,16.9,11.5,0.0,0.0,5.2,0.5,83.0,0.0,0.0,0.0,9.0,149.9,0.0,0.0,18.2,16.7,11.0,216.9,17.0,4.8,3.0,27.0,67.0,7.0,1079.0,16.0,0.0,0.0,0.0,4.0,PHI,3.0,31.0,4,4,9,1.0,21.5,15,7.5,8.9,5.0,9.0,1.6,2.0,14.0,11.5,8.0,10.0,2.2,3.0,15.0,97.0,8.0,8.0,54.0,8.0,8.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.7,4.0,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ DILLON,RB,281.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,305.6,0.0,225.0,0.0,338.0,43.8,14.0,364.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,42.3,PHI,13.0,392.0,1,5,7,3.0,500.0,500,0.0,83.9,63.0,102.0,13.3,9.0,116.0,88.9,63.0,102.0,14.3,9.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALEC INGOLD,RB,292.0,1.0,0.0,0.0,0.7,0.0,6.4,0.7,0.1,1.1,176.0,15.3,0.0,0.0,311.8,1.8,270.0,26.3,422.0,43.2,15.0,393.0,11.0,0.0,96.0,410.0,10.0,1.0,17.0,64.4,MIA,15.0,365.0,5,1,26,5.0,500.0,500,0.8,100.6,81.0,128.0,13.4,10.0,120.0,89.0,76.0,125.0,13.4,10.0,114.0,12.0,0.0,93.0,0.0,0.0,93.0,0.0,2.0,2.9,1.0,2.6,1.0,5.6,1.0,1.2,1.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALEC PIERCE,WR,187.9,7.8,0.0,0.0,2.3,0.4,51.5,0.0,0.0,0.0,149.0,124.4,0.0,0.0,204.4,10.1,167.0,161.4,203.0,18.5,11.0,263.0,37.0,7.0,824.0,181.0,0.0,0.0,0.0,18.4,IND,10.0,258.0,23,25,20,3.0,500.0,500,4.3,69.9,58.0,72.0,5.4,7.0,90.0,76.5,65.0,72.0,5.9,7.0,94.0,69.0,20.0,40.0,33.0,0.0,53.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.7,4.0,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALEXANDER MATTISON,RB,282.0,7.2,0.0,0.0,2.6,0.1,21.0,9.4,0.3,30.0,216.0,101.4,0.0,0.0,296.4,9.8,238.0,137.4,295.0,24.6,13.0,382.0,36.0,1.0,294.0,284.0,132.0,4.0,420.0,25.0,MIA,13.0,353.0,5,1,26,2.0,500.0,500,3.4,83.8,70.0,86.0,7.4,8.0,105.0,85.9,69.0,87.0,8.2,8.0,110.0,48.0,0.0,23.0,38.0,0.0,31.0,38.0,22.0,37.3,14.0,41.2,10.0,50.0,1.0,1.8,1.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLEN LAZARD,WR,313.6,7.4,0.0,0.0,3.1,0.5,44.2,0.0,0.0,0.0,217.0,89.0,0.0,0.0,310.4,10.5,217.0,126.0,363.0,51.8,14.0,377.0,37.0,6.0,530.0,363.0,0.0,0.0,0.0,53.7,NYJ,14.0,396.0,24,26,22,2.0,500.0,500,5.0,114.4,78.0,128.0,20.0,10.0,149.0,114.5,79.0,128.0,19.8,9.0,150.0,60.0,9.0,45.0,27.0,9.0,45.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,3.0,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALVIN KAMARA,RB,47.7,14.1,0.0,0.0,4.9,0.1,38.8,16.3,0.4,67.9,28.0,197.3,0.0,0.0,40.0,18.9,22.0,265.3,41.0,8.2,5.0,66.0,68.0,2.0,543.0,47.0,228.0,6.0,950.0,7.1,NO,5.0,66.0,20,19,19,1.0,38.5,37,6.4,18.5,12.0,19.0,2.6,4.0,26.0,13.5,7.0,14.0,2.9,3.0,23.0,89.0,14.0,7.0,71.0,21.0,0.0,93.0,33.0,53.2,17.0,54.8,7.0,58.3,5.0,12.8,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMARI COOPER,WR,229.7,6.1,0.0,0.0,3.4,0.3,42.1,0.0,0.0,0.0,120.0,78.7,0.0,0.0,235.1,9.4,106.0,122.7,272.0,46.4,12.0,302.0,44.0,4.0,547.0,271.0,0.0,0.0,0.0,44.9,FA,12.0,301.0,33,33,33,0.0,500.0,500,6.5,85.0,48.0,101.0,20.4,8.0,198.0,88.6,45.0,102.0,20.8,8.0,202.0,85.0,7.0,50.0,21.0,7.0,43.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMEER ABDULLAH,RB,325.3,5.7,0.0,0.0,2.7,0.2,17.4,4.4,0.1,20.7,282.0,85.2,0.0,0.0,319.5,8.3,282.0,125.2,380.0,32.7,14.0,392.0,40.0,3.0,261.0,379.0,66.0,2.0,311.0,29.3,SF,14.0,382.0,18,17,21,0.0,500.0,500,3.1,101.2,82.0,109.0,10.5,9.0,121.0,96.2,79.0,109.0,13.2,9.0,122.0,47.0,0.0,56.0,31.0,0.0,56.0,31.0,13.0,22.0,8.0,23.5,4.0,20.0,6.0,10.7,4.0,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMON-RA ST BROWN,WR,14.0,11.8,0.0,0.0,6.8,0.7,74.3,0.1,0.0,0.4,7.0,201.2,0.0,0.0,8.9,18.6,4.0,316.2,8.0,2.5,2.0,15.0,115.0,12.0,1263.0,13.0,2.0,0.0,6.0,4.3,DET,3.0,31.0,22,19,16,1.0,9.5,8,8.3,7.7,4.0,8.0,1.8,2.0,14.0,6.1,3.0,6.0,1.7,2.0,10.0,141.0,13.0,6.0,63.0,19.0,6.0,63.0,1.0,0.9,0.0,0.0,0.0,0.0,31.0,34.8,15.0,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANDREI IOSIVAS,WR,221.1,4.9,0.0,0.0,2.1,0.4,28.2,0.0,0.0,0.0,175.0,83.9,0.0,0.0,221.4,7.1,173.0,119.9,218.0,21.8,11.0,302.0,36.0,6.0,479.0,220.0,0.0,0.0,0.0,21.2,CIN,11.0,306.0,17,9,26,3.0,500.0,500,3.6,80.4,66.0,80.0,6.9,7.0,111.0,82.0,67.0,81.0,7.1,7.0,111.0,61.0,0.0,50.0,19.0,0.0,50.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.6,10.0,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTHONY RICHARDSON,QB,244.1,15.9,0.7,164.9,0.0,0.0,0.0,7.8,0.5,45.4,124.0,174.4,8.0,1814.0,227.8,15.9,100.0,175.4,215.0,59.3,11.0,320.0,0.0,0.0,0.0,230.0,86.0,6.0,499.0,58.5,IND,11.0,323.0,26,28,11,1.0,184.0,500,,28.9,19.0,29.0,3.6,5.0,34.0,,,,,,,,0.0,55.0,36.0,0.0,55.0,36.0,19.0,19.2,14.0,25.0,8.0,26.7,0.0,0.0,0.0,0.0,24.0,11.5,1.1,48%,1.3,164.9,264.0,126.0,12.0,48%,14.0,1814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTONIO GIBSON,RB,257.8,4.7,0.0,0.0,1.4,0.0,12.1,7.1,0.1,31.6,181.0,80.4,0.0,0.0,259.6,6.1,188.0,103.4,262.0,30.8,12.0,328.0,23.0,0.0,206.0,264.0,120.0,1.0,538.0,32.1,NE,12.0,328.0,11,10,8,3.0,500.0,500,1.7,76.9,61.0,80.0,8.4,7.0,99.0,74.2,59.0,76.0,8.4,7.0,96.0,29.0,0.0,56.0,13.0,0.0,50.0,6.0,14.0,21.2,5.0,17.2,3.0,17.6,2.0,3.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANTWANE WELLS,WR,331.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,0.0,0.0,0.0,313.4,0.0,288.0,0.0,384.0,29.6,14.0,379.0,0.0,0.0,0.0,383.0,0.0,0.0,0.0,37.1,NYG,14.0,384.0,1,2,7,0.0,500.0,500,0.0,124.3,105.0,135.0,18.1,10.0,166.0,124.0,104.0,138.0,19.2,10.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARIAN SMITH,WR,341.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,336.7,0.0,272.0,0.0,396.0,41.2,15.0,395.0,0.0,0.0,0.0,395.0,0.0,0.0,0.0,36.2,NYJ,15.0,390.0,24,26,22,7.0,500.0,500,0.0,123.6,100.0,145.0,13.7,10.0,142.0,122.8,100.0,146.0,14.8,10.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARIZONA CARDINALS,DEF,276.5,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,101.0,0.0,0.0,278.2,5.9,166.0,101.0,329.0,53.1,13.0,355.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,52.2,ARI,13.0,355.0,24,23,21,0.0,500.0,195,,18.6,13.0,18.0,2.8,4.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,41.0,,0.0,0.0,0.4,0.5,0.0,0.0,0.1,0.0,0.0,8.0,9.0,0.0,0.0,2.0,,,,,,,,,,,,,,
ASHTON JEANTY,RB,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.3,0.0,5.0,0.0,15.0,5.4,3.0,38.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,LV,2.0,28.0,29,32,11,1.0,9.5,10,0.0,5.5,2.0,5.0,1.5,2.0,11.0,5.3,2.0,6.0,1.6,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATLANTA FALCONS,DEF,276.3,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,97.0,0.0,0.0,282.3,5.7,185.0,97.0,392.0,46.9,15.0,340.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,47.2,ATL,15.0,341.0,20,27,7,0.0,500.0,500,,24.6,22.0,25.0,1.7,5.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,31.0,,0.0,0.2,0.3,0.7,0.0,0.0,0.1,0.0,4.0,6.0,12.0,0.0,0.0,1.0,,,,,,,,,,,,,,
AUDRIC ESTIME,RB,238.3,3.4,0.0,0.0,0.4,0.0,2.1,5.8,0.2,23.8,148.0,43.7,0.0,0.0,255.3,3.7,174.0,48.7,254.0,46.6,12.0,364.0,5.0,0.0,27.0,242.0,76.0,2.0,310.0,50.3,DEN,12.0,353.0,30,29,27,4.0,500.0,500,0.4,73.4,51.0,73.0,11.7,7.0,105.0,74.6,56.0,72.0,12.1,7.0,106.0,5.0,0.0,83.0,8.0,0.0,92.0,0.0,11.0,15.1,4.0,12.1,2.0,9.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUSTIN EKELER,RB,142.7,8.1,0.0,0.0,2.9,0.0,30.5,6.4,0.3,30.6,99.0,97.3,0.0,0.0,138.4,11.0,101.0,132.3,134.0,20.3,9.0,247.0,35.0,0.0,366.0,140.0,77.0,4.0,367.0,19.3,WAS,9.0,221.0,14,8,23,2.0,133.5,125,3.4,48.8,36.0,48.0,6.3,6.0,66.0,44.1,34.0,44.0,5.1,6.0,60.0,41.0,0.0,18.0,45.0,0.0,18.0,55.0,20.0,16.3,11.0,16.2,5.0,16.7,3.0,4.4,1.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUSTIN HOOPER,TE,337.9,3.7,0.0,0.0,2.6,0.2,28.0,0.0,0.0,0.0,280.0,63.6,0.0,0.0,330.1,6.4,267.0,108.6,366.0,27.5,14.0,365.0,45.0,3.0,476.0,370.0,0.0,0.0,0.0,26.1,NE,14.0,374.0,17,10,32,2.0,500.0,500,3.5,46.0,35.0,49.0,5.7,7.0,57.0,44.3,33.0,49.0,5.6,7.0,55.0,59.0,0.0,69.0,19.0,0.0,69.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.5,1.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAKER MAYFIELD,QB,69.8,22.5,2.4,264.7,0.0,0.0,0.0,3.5,0.2,22.2,52.0,381.8,41.0,4500.0,69.2,22.5,54.0,381.8,66.0,13.4,7.0,107.0,0.0,0.0,0.0,71.0,60.0,3.0,378.0,13.6,TB,6.0,107.0,3,10,2,1.0,72.0,52,,8.2,6.0,7.0,2.3,2.0,16.0,,,,,,,,38.0,19.0,69.0,38.0,19.0,69.0,8.0,10.4,5.0,11.6,2.0,10.0,0.0,0.0,0.0,0.0,33.5,23.9,0.9,71%,2.4,264.7,570.0,407.0,16.0,71%,40.0,4500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALTIMORE RAVENS,DEF,170.9,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,120.0,0.0,0.0,171.2,7.1,150.0,120.0,174.0,7.9,10.0,195.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,7.2,BAL,10.0,194.0,4,24,1,0.0,193.0,108,,4.2,2.0,3.0,1.6,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,54.0,,0.0,0.1,0.3,0.7,0.0,0.0,0.0,0.0,2.0,5.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,
BEN SINNOTT,TE,299.3,0.5,0.0,0.0,0.3,0.1,1.6,0.0,0.0,0.0,253.0,8.8,0.0,0.0,297.3,0.8,253.0,13.8,317.0,27.2,13.0,354.0,5.0,1.0,28.0,317.0,0.0,0.0,0.0,27.7,WAS,13.0,356.0,27,21,28,2.0,500.0,500,0.3,38.7,29.0,40.0,5.0,6.0,50.0,38.5,29.0,41.0,5.0,6.0,49.0,5.0,0.0,94.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHAYSHUL TUTEN,RB,157.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,166.1,0.0,109.0,0.0,162.0,43.9,10.0,351.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,43.9,JAC,10.0,328.0,28,30,15,3.0,136.5,178,0.0,52.9,35.0,54.0,12.2,6.0,99.0,52.8,33.0,52.0,12.4,6.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIJAN ROBINSON,RB,2.9,16.5,0.0,0.0,3.6,0.1,25.4,17.9,0.8,85.6,1.0,280.7,0.0,0.0,2.9,20.1,1.0,341.7,2.0,1.5,1.0,8.0,61.0,1.0,431.0,3.0,304.0,14.0,1456.0,1.1,ATL,1.0,6.0,16,28,2,1.0,2.5,2,4.2,1.9,1.0,2.0,0.5,1.0,3.0,1.3,1.0,1.0,0.5,1.0,3.0,72.0,38.0,0.0,81.0,44.0,0.0,88.0,59.0,67.0,34.0,65.4,14.0,70.0,7.0,12.3,1.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLAKE CORUM,RB,175.6,1.8,0.0,0.0,0.5,0.0,3.9,3.9,0.0,13.8,121.0,26.5,0.0,0.0,196.9,2.2,142.0,33.5,184.0,38.0,10.0,321.0,7.0,0.0,58.0,169.0,58.0,0.0,207.0,34.4,LAR,10.0,286.0,10,9,9,3.0,197.0,500,0.5,58.2,45.0,58.0,7.4,6.0,84.0,59.9,45.0,58.0,7.8,6.0,93.0,8.0,0.0,100.0,0.0,0.0,100.0,0.0,8.0,9.1,6.0,14.3,2.0,8.7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLAKE GRUPE,K,248.4,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,131.0,0.0,0.0,261.8,7.7,191.0,131.0,394.0,57.1,15.0,363.0,0.0,0.0,0.0,394.0,0.0,0.0,0.0,30.4,NO,15.0,281.0,2,9,8,1.0,500.0,500,,24.9,19.0,24.0,2.8,4.0,31.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,10.0,7.0,6.0,0.0,0.2,0.6,0.4,0.4,1.9,1.8,33.0,31.0
BO NIX,QB,75.9,19.3,1.7,222.1,0.0,0.0,0.0,5.4,0.2,25.3,58.0,328.2,29.0,3775.0,75.3,19.4,58.0,329.2,73.0,13.0,7.0,107.0,0.0,0.0,0.0,73.0,92.0,4.0,430.0,13.6,DEN,7.0,107.0,7,8,8,1.0,80.5,68,,9.2,6.0,8.0,2.2,2.0,16.0,,,,,,,,13.0,31.0,50.0,13.0,31.0,50.0,17.0,23.3,6.0,18.2,5.0,23.8,1.0,1.5,1.0,3.3,33.4,22.1,0.7,66%,1.4,222.1,567.0,376.0,12.0,66%,24.0,3775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRAELON ALLEN,RB,152.6,3.9,0.0,0.0,1.1,0.1,8.7,5.4,0.1,19.6,108.0,66.2,0.0,0.0,160.3,5.0,126.0,85.2,156.0,18.6,10.0,232.0,19.0,1.0,148.0,148.0,92.0,2.0,334.0,14.3,NYJ,9.0,188.0,3,7,6,2.0,157.5,500,1.6,52.5,38.0,53.0,5.0,6.0,62.0,51.2,40.0,51.0,4.9,6.0,62.0,27.0,0.0,69.0,13.0,0.0,75.0,13.0,10.0,27.8,5.0,31.3,2.0,20.0,1.0,1.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRANDIN COOKS,WR,255.5,4.4,0.0,0.0,2.6,0.3,25.9,0.3,0.0,-0.3,177.0,43.6,0.0,0.0,244.5,7.0,169.0,69.6,245.0,30.8,12.0,360.0,26.0,3.0,259.0,260.0,3.0,0.0,-3.0,31.6,NO,12.0,372.0,5,3,23,3.0,500.0,500,5.4,91.5,67.0,91.0,10.4,8.0,130.0,89.8,66.0,90.0,10.1,8.0,128.0,54.0,0.0,44.0,11.0,0.0,44.0,0.0,1.0,1.9,0.0,0.0,0.0,0.0,8.0,12.7,6.0,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRANDON AIYUK,WR,122.1,5.3,0.0,0.0,3.6,0.0,53.4,0.0,0.0,0.0,48.0,37.4,0.0,0.0,122.4,8.9,41.0,62.4,125.0,28.4,9.0,228.0,25.0,0.0,374.0,121.0,0.0,0.0,0.0,27.8,SF,9.0,223.0,19,16,18,2.0,110.5,164,6.7,48.6,23.0,47.0,9.0,6.0,81.0,50.8,21.0,50.0,8.4,6.0,80.0,47.0,0.0,43.0,14.0,0.0,57.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.9,2.0,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRANDON AUBREY,K,187.2,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,192.0,0.0,0.0,186.7,11.3,167.0,192.0,187.0,4.7,11.0,216.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,5.7,DAL,11.0,233.0,25,29,9,1.0,188.5,97,,1.3,1.0,1.0,0.6,1.0,3.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,8.0,14.0,14.0,0.0,0.2,0.5,0.8,0.8,1.8,1.8,30.0,30.0
