PLAYER NAME,POS,AVG_RK,AVG_FAN PTS,AVG_PASS_TDS,AVG_PASS_YDS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,BEST_RK,FAN PTS,PASS_TDS,PASS_YDS,PPR_AVG_RK,PPR_AVG_FAN PTS,PPR_BEST_RK,PPR_FAN PTS,PPR_RK,PPR_STD.DEV_RK,PPR_TIERS,PPR_WORST_RK,REC,REC_TDS,REC_YDS,RK,RUSH_ATT,RUSH_TDS,RUSH_YDS,STD.DEV_RK,TEAM,TIERS,WORST_RK,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,DEPTH,STANDARD_ADP,PPR_ADP,AVG_TGT,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,TGT,BOOM,BUST,STARTER,PPR_BOOM,PPR_BUST,PPR_STARTER,20_YD_ATT,20_YD_%RUSH,10_YD_ATT,10_YD_%RUSH,5_YD_ATT,5_YD_%RUSH,20_YD_TGT,20_YD_%TGT,10_YD_TGT,10_YD_%TGT,AVG_PASS_ATT,AVG_PASS_COMP,AVG_PASS_INT,AVG_PASS_PCT,AVG_SACK,AVG_YDS,PASS_ATT,PASS_COMP,PASS_INT,PASS_PCT,SACK,YDS,AVG_BLK KICK,AVG_DEF TD,AVG_FUMR,AVG_INT,AVG_PTS VS.,AVG_RET TD,AVG_SAFE,BLK KICK,DEF TD,FUMR,INT,PTS VS.,RET TD,SAFE,0-19,20-29,30-39,40-49,50+,AVG_0-19,AVG_20-29,AVG_30-39,AVG_40-49,AVG_50+,AVG_XPA,AVG_XPM,XPA,XPM
EVAN MCPHERSON,K,214.8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,94.0,0.0,0.0,213.2,7.8,186.0,94.0,214.0,16.9,11.0,291.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,14.0,CIN,11.0,281.0,30,20,27,1.0,500.0,186,,9.3,5.0,9.0,2.8,2.0,15.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,4.0,3.0,3.0,0.0,0.5,0.3,0.3,0.3,3.2,3.1,38.0,37.0
EZEKIEL ELLIOTT,RB,,3.0,0.0,0.0,0.8,0.0,4.6,4.9,0.2,15.1,,45.5,0.0,0.0,354.0,3.8,345.0,57.5,488.0,9.0,16.0,363.0,12.0,0.0,69.0,,74.0,3.0,226.0,,FA,,,33,33,33,0.0,500.0,500,1.0,98.5,85.0,150.0,13.5,10.0,112.0,105.5,105.0,152.0,0.5,10.0,106.0,15.0,0.0,80.0,13.0,0.0,80.0,7.0,12.0,22.2,8.0,30.8,3.0,25.0,2.0,3.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOSTER MOREAU,TE,344.1,4.2,0.0,0.0,1.9,0.3,24.3,0.0,0.0,0.0,290.0,71.3,0.0,0.0,346.8,6.1,294.0,103.3,387.0,20.0,14.0,373.0,32.0,5.0,413.0,380.0,0.0,0.0,0.0,21.7,NO,14.0,381.0,5,7,4,3.0,500.0,500,2.5,46.4,36.0,51.0,4.7,7.0,53.0,48.8,37.0,52.0,4.3,7.0,55.0,43.0,0.0,56.0,31.0,0.0,69.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,23.1,5.0,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GABE MARKS,RB,258.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,254.2,0.0,142.0,0.0,263.0,56.6,12.0,359.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,57.1,HOU,12.0,364.0,9,2,29,4.0,500.0,500,0.0,79.3,53.0,84.0,15.7,8.0,109.0,73.4,45.0,74.0,14.9,7.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GABRIEL DAVIS,WR,285.1,3.4,0.0,0.0,2.0,0.2,23.9,0.0,0.0,0.0,222.0,33.9,0.0,0.0,287.1,5.4,224.0,53.9,312.0,37.4,13.0,369.0,20.0,2.0,239.0,311.0,0.0,0.0,0.0,34.7,FA,13.0,350.0,33,33,33,0.0,500.0,500,4.2,104.3,80.0,110.0,18.6,9.0,201.0,107.3,83.0,110.0,18.8,9.0,200.0,42.0,0.0,70.0,10.0,0.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.3,5.0,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GARDNER MINSHEW,QB,324.0,10.6,0.9,201.3,0.0,0.0,0.0,1.9,0.0,5.8,304.0,106.3,9.0,2013.0,308.5,10.6,275.0,106.3,465.0,33.5,16.0,342.0,0.0,0.0,0.0,471.0,19.0,0.0,58.0,20.0,KC,16.0,344.0,11,3,26,2.0,500.0,500,,50.4,42.0,51.0,4.5,7.0,58.0,,,,,,,,0.0,70.0,10.0,0.0,70.0,10.0,2.0,3.4,1.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,30.6,20.3,1.0,66%,2.9,201.3,306.0,203.0,10.0,66%,29.0,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GARRETT WILSON,WR,39.3,8.9,0.0,0.0,5.9,0.4,64.9,0.1,0.0,0.3,19.0,150.9,0.0,0.0,23.8,14.8,13.0,251.9,22.0,8.1,4.0,47.0,101.0,7.0,1104.0,39.0,2.0,0.0,5.0,6.2,NYJ,5.0,61.0,24,26,22,1.0,33.0,39,9.1,18.2,10.0,18.0,3.0,3.0,28.0,13.8,9.0,13.0,3.0,3.0,24.0,154.0,6.0,13.0,44.0,19.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.7,11.0,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENO SMITH,QB,168.5,16.5,1.2,254.1,0.0,0.0,0.0,3.1,0.1,16.0,124.0,281.0,21.0,4320.0,158.2,16.5,118.0,281.0,147.0,30.9,10.0,284.0,0.0,0.0,0.0,164.0,53.0,2.0,272.0,35.5,LV,10.0,275.0,9,12,4,1.0,175.0,500,,24.5,19.0,25.0,2.5,4.0,30.0,,,,,,,,0.0,50.0,31.0,0.0,50.0,31.0,8.0,14.8,3.0,8.6,3.0,12.0,0.0,0.0,0.0,0.0,34.0,23.9,0.9,70%,2.9,254.1,578.0,407.0,15.0,70%,50.0,4320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEORGE KITTLE,TE,20.4,10.6,0.0,0.0,5.2,0.5,73.7,0.0,0.0,0.0,16.0,158.6,0.0,0.0,32.4,15.8,15.0,236.6,31.0,6.3,4.0,56.0,78.0,8.0,1106.0,20.0,0.0,0.0,0.0,7.4,SF,3.0,56.0,23,19,21,1.0,40.5,34,6.3,1.6,1.0,2.0,0.7,1.0,4.0,2.9,1.0,3.0,0.4,1.0,4.0,94.0,36.0,14.0,79.0,43.0,14.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,25.0,11.0,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEORGE PICKENS,WR,62.8,7.5,0.0,0.0,4.2,0.2,64.3,0.1,0.0,-0.4,31.0,105.4,0.0,0.0,65.6,11.7,28.0,164.4,61.0,14.7,6.0,99.0,59.0,3.0,900.0,59.0,2.0,0.0,-6.0,11.8,DAL,6.0,83.0,10,7,8,2.0,66.0,64,7.4,28.3,14.0,28.0,4.5,4.0,37.0,31.3,16.0,31.0,5.5,5.0,42.0,103.0,0.0,15.0,23.0,0.0,15.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,28.1,7.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRAHAM GANO,K,201.3,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,50.0,0.0,0.0,242.0,4.5,197.0,50.0,406.0,71.1,15.0,365.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,5.4,NYG,15.0,209.0,26,22,22,1.0,500.0,500,,25.7,21.0,25.0,3.0,4.0,31.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,4.0,2.0,0.0,0.2,0.1,0.4,0.2,1.4,1.4,15.0,15.0
GRANT CALCATERRA,TE,362.4,2.1,0.0,0.0,1.4,0.1,17.5,0.0,0.0,0.0,305.0,35.8,0.0,0.0,363.5,3.5,305.0,59.8,421.0,23.1,15.0,394.0,24.0,1.0,298.0,413.0,0.0,0.0,0.0,21.3,PHI,15.0,386.0,10,5,23,2.0,500.0,500,1.8,57.7,49.0,54.0,6.2,7.0,70.0,59.0,50.0,56.0,6.2,7.0,70.0,30.0,0.0,81.0,13.0,0.0,81.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.7,1.0,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREEN BAY PACKERS,DEF,205.8,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,148.0,0.0,0.0,206.7,8.7,171.0,148.0,206.0,20.9,11.0,279.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,19.8,GB,11.0,278.0,12,18,8,0.0,500.0,189,,12.7,7.0,13.0,3.0,3.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,45.0,,0.0,0.1,0.8,0.9,0.0,0.0,0.0,0.0,1.0,14.0,17.0,0.0,0.0,0.0,,,,,,,,,,,,,,
GREG DORTCH,WR,315.1,3.1,0.0,0.0,2.2,0.2,20.1,0.3,0.0,1.8,268.0,53.3,0.0,0.0,301.9,5.3,246.0,90.3,367.0,36.0,14.0,370.0,37.0,3.0,342.0,376.0,5.0,0.0,31.0,36.4,ARI,14.0,379.0,28,27,28,3.0,500.0,500,2.9,115.4,95.0,137.0,14.4,10.0,147.0,109.8,91.0,131.0,12.5,10.0,134.0,50.0,0.0,81.0,0.0,0.0,75.0,0.0,2.0,2.8,1.0,3.4,0.0,0.0,7.0,11.5,2.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREG DULCICH,TE,355.5,0.3,0.0,0.0,0.6,0.0,3.1,0.0,0.0,0.0,335.0,2.8,0.0,0.0,356.4,0.9,339.0,7.8,434.0,15.6,15.0,389.0,5.0,0.0,28.0,438.0,0.0,0.0,0.0,17.0,NYG,15.0,389.0,9,8,14,0.0,500.0,500,1.3,68.3,46.0,63.0,27.1,8.0,136.0,63.9,44.0,63.0,25.6,7.0,133.0,12.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUNNAR HELM,TE,341.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,339.3,0.0,273.0,0.0,368.0,22.4,14.0,391.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,22.0,TEN,14.0,391.0,12,23,1,2.0,500.0,500,0.0,48.1,37.0,48.0,8.9,7.0,84.0,47.7,37.0,48.0,8.9,7.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUS EDWARDS,RB,293.8,5.6,0.0,0.0,0.3,0.0,0.5,9.2,0.4,33.2,176.0,61.1,0.0,0.0,312.4,5.8,230.0,64.1,337.0,39.9,14.0,388.0,3.0,0.0,6.0,329.0,101.0,4.0,365.0,41.8,FA,13.0,365.0,33,33,33,0.0,500.0,500,0.5,91.0,60.0,101.0,17.7,9.0,165.0,95.8,64.0,101.0,18.1,9.0,169.0,5.0,9.0,55.0,18.0,0.0,73.0,9.0,20.0,27.4,12.0,26.1,5.0,22.7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAROLD FANNIN,TE,281.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,277.0,0.0,225.0,0.0,274.0,22.2,12.0,341.0,0.0,0.0,0.0,279.0,0.0,0.0,0.0,27.7,CLE,12.0,348.0,6,11,3,2.0,500.0,500,0.0,37.1,25.0,33.0,6.0,5.0,71.0,35.4,28.0,32.0,5.1,5.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARRISON BRYANT,TE,,1.4,0.0,0.0,1.5,0.0,14.3,0.0,0.0,0.0,,8.6,0.0,0.0,379.0,2.9,362.0,17.6,483.0,10.4,16.0,394.0,9.0,0.0,86.0,,0.0,0.0,0.0,,PHI,,,10,5,23,0.0,500.0,500,2.0,80.5,61.0,75.0,21.4,8.0,133.0,75.4,58.0,75.0,21.1,8.0,125.0,12.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARRISON BUTKER,K,217.3,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,100.0,0.0,0.0,213.5,7.7,192.0,100.0,212.0,15.5,11.0,332.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,16.1,KC,11.0,332.0,16,3,29,1.0,500.0,147,,7.7,4.0,6.0,2.0,2.0,12.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,7.0,4.0,2.0,0.1,0.5,0.5,0.3,0.2,2.4,2.2,31.0,29.0
HASSAN HASKINS,RB,362.6,2.0,0.0,0.0,0.2,0.1,3.3,2.3,0.1,5.9,329.0,29.8,0.0,0.0,366.4,2.2,342.0,32.8,472.0,20.1,16.0,388.0,3.0,1.0,49.0,462.0,34.0,2.0,89.0,20.2,LAC,15.0,392.0,22,23,20,4.0,500.0,500,0.2,115.7,107.0,126.0,6.3,10.0,124.0,116.1,101.0,127.0,10.8,10.0,135.0,3.0,0.0,86.0,7.0,0.0,86.0,7.0,13.0,17.8,11.0,23.9,8.0,36.4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSTON TEXANS,DEF,184.9,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,139.0,0.0,0.0,185.2,8.2,166.0,139.0,183.0,8.2,10.0,219.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,8.3,HOU,10.0,219.0,18,13,17,0.0,194.0,81,,6.1,3.0,6.0,1.3,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,49.0,,0.0,0.2,0.5,1.1,0.0,0.0,0.1,0.0,3.0,9.0,19.0,0.0,0.0,1.0,,,,,,,,,,,,,,
HUNTER HENRY,TE,154.6,5.0,0.0,0.0,4.1,0.1,42.1,0.0,0.0,0.0,96.0,79.4,0.0,0.0,145.8,9.1,96.0,145.4,138.0,26.0,9.0,228.0,66.0,2.0,674.0,149.0,0.0,0.0,0.0,25.1,NE,9.0,208.0,17,10,32,1.0,154.0,159,6.1,18.1,10.0,18.0,3.1,4.0,23.0,16.9,10.0,17.0,3.1,3.0,24.0,97.0,0.0,56.0,31.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,29.1,10.0,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER LONG,TE,349.5,0.5,0.0,0.0,0.6,0.0,5.5,0.0,0.0,0.0,344.0,6.0,0.0,0.0,327.5,1.2,307.0,13.0,475.0,20.5,16.0,348.0,7.0,0.0,60.0,485.0,0.0,0.0,0.0,5.5,JAC,16.0,355.0,21,24,13,3.0,500.0,500,0.8,74.0,56.0,74.0,10.7,8.0,91.0,69.5,52.0,73.0,9.9,8.0,85.0,9.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER LUEPKE,RB,341.0,0.9,0.0,0.0,0.8,0.0,6.9,0.8,0.0,2.4,313.0,14.9,0.0,0.0,324.7,1.7,282.0,26.9,450.0,42.1,15.0,382.0,12.0,0.0,111.0,481.0,12.0,0.0,38.0,28.0,DAL,16.0,369.0,21,25,12,4.0,500.0,500,1.0,116.3,93.0,137.0,16.1,10.0,136.0,99.3,79.0,134.0,16.4,10.0,120.0,16.0,0.0,100.0,0.0,0.0,93.0,0.0,3.0,5.6,2.0,7.7,1.0,8.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER RENFROW,WR,273.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,242.2,0.0,167.0,0.0,395.0,72.0,15.0,372.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,64.4,CAR,15.0,390.0,6,15,2,6.0,500.0,500,0.0,131.3,87.0,153.0,28.8,10.0,162.0,122.8,76.0,153.0,32.8,10.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIANAPOLIS COLTS,DEF,241.3,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,91.0,0.0,0.0,262.6,5.4,190.0,91.0,400.0,51.9,15.0,349.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,32.2,IND,15.0,279.0,5,11,6,0.0,500.0,167,,25.7,17.0,26.0,2.8,5.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,36.0,,0.0,0.1,0.5,0.9,0.0,0.0,0.0,0.0,1.0,9.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,
ISAAC GUERENDO,RB,137.5,5.0,0.0,0.0,0.9,0.0,9.5,5.3,0.3,26.3,87.0,79.2,0.0,0.0,157.8,5.9,120.0,94.2,146.0,24.9,10.0,259.0,15.0,0.0,152.0,134.0,84.0,4.0,420.0,19.2,SF,9.0,236.0,18,17,21,2.0,133.5,183,1.0,46.6,33.0,45.0,5.1,6.0,60.0,49.8,38.0,47.0,5.6,6.0,66.0,16.0,7.0,60.0,27.0,7.0,60.0,27.0,14.0,14.6,10.0,17.9,4.0,16.7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISAAC TESLAA,WR,291.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,289.0,0.0,214.0,0.0,308.0,28.7,13.0,379.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,26.7,DET,13.0,350.0,22,19,16,3.0,500.0,500,0.0,107.7,82.0,107.0,13.1,9.0,148.0,107.5,82.0,107.0,13.1,9.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISAIAH DAVIS,RB,281.6,2.6,0.0,0.0,0.6,0.1,5.4,2.1,0.1,12.4,178.0,36.9,0.0,0.0,293.5,3.3,199.0,45.9,287.0,30.3,13.0,386.0,9.0,1.0,75.0,281.0,30.0,1.0,174.0,29.4,NYJ,12.0,342.0,3,7,6,3.0,500.0,500,0.9,83.3,61.0,85.0,8.1,8.0,104.0,85.8,63.0,85.0,9.2,8.0,111.0,12.0,0.0,85.0,15.0,0.0,85.0,15.0,2.0,5.6,0.0,0.0,0.0,0.0,3.0,3.5,1.0,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISAIAH LIKELY,TE,157.7,5.1,0.0,0.0,2.6,0.4,29.8,0.0,0.0,0.0,110.0,81.7,0.0,0.0,200.3,7.7,123.0,123.7,188.0,31.2,11.0,289.0,42.0,6.0,477.0,155.0,0.0,0.0,0.0,39.1,BAL,10.0,260.0,4,2,16,2.0,160.0,192,3.6,18.4,12.0,19.0,4.4,4.0,32.0,23.4,16.0,20.0,3.3,4.0,34.0,58.0,13.0,53.0,33.0,7.0,60.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,21.3,8.0,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISAIAH WASHINGTON,WR,266.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,264.3,0.0,194.0,0.0,348.0,55.9,14.0,368.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,62.5,FA,14.0,379.0,33,33,33,0.0,500.0,500,0.0,101.5,58.0,127.0,26.9,9.0,164.0,103.2,72.0,124.0,25.5,9.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISIAH PACHECO,RB,68.6,6.4,0.0,0.0,1.7,0.0,11.3,11.9,0.1,44.3,48.0,44.9,0.0,0.0,75.7,8.1,55.0,56.9,75.0,9.1,7.0,116.0,12.0,0.0,79.0,68.0,83.0,1.0,310.0,8.5,KC,6.0,92.0,25,12,30,1.0,63.5,74,2.3,26.3,19.0,28.0,3.0,4.0,34.0,26.1,19.0,27.0,2.8,4.0,33.0,16.0,0.0,29.0,29.0,0.0,57.0,29.0,8.0,9.6,5.0,12.5,3.0,12.0,1.0,1.0,1.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JACK BECH,WR,206.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,193.9,0.0,132.0,0.0,193.0,34.8,11.0,314.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,34.8,LV,11.0,340.0,7,18,1,2.0,150.0,142,0.0,75.9,57.0,74.0,11.8,7.0,121.0,73.5,54.0,74.0,11.1,7.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JACKSONVILLE JAGUARS,DEF,247.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,71.0,0.0,0.0,315.0,4.2,279.0,71.0,469.0,36.0,16.0,351.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,32.0,JAC,15.0,279.0,1,3,4,0.0,500.0,500,,28.5,25.0,30.0,1.7,5.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,34.0,,0.0,0.1,0.2,0.3,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,
JACOB COWING,WR,350.8,0.4,0.0,0.0,0.3,0.0,5.3,0.1,0.0,0.5,298.0,6.7,0.0,0.0,350.4,0.7,288.0,10.7,388.0,27.1,14.0,396.0,4.0,0.0,80.0,390.0,1.0,0.0,7.0,26.7,SF,15.0,395.0,19,16,18,5.0,500.0,500,0.4,129.9,107.0,130.0,10.5,10.0,156.0,128.2,104.0,130.0,11.3,10.0,159.0,6.0,0.0,93.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.6,1.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JACORY MERRITT,RB,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,274.7,0.0,163.0,0.0,311.0,54.6,13.0,392.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,61.0,WAS,13.0,393.0,14,8,23,3.0,500.0,500,0.0,79.3,53.0,97.0,16.3,8.0,117.0,82.0,57.0,97.0,16.6,8.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAHAN DOTSON,WR,338.6,1.3,0.0,0.0,1.1,0.0,12.7,0.1,0.0,0.8,268.0,22.9,0.0,0.0,330.9,2.5,261.0,41.9,375.0,31.6,14.0,375.0,19.0,0.0,216.0,381.0,1.0,0.0,13.0,33.1,PHI,14.0,390.0,4,4,9,3.0,500.0,500,1.9,122.5,95.0,131.0,11.0,10.0,138.0,120.2,93.0,132.0,10.3,10.0,134.0,33.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAHMYR GIBBS,RB,6.2,18.3,0.0,0.0,3.1,0.2,30.4,14.7,0.9,83.1,3.0,310.9,0.0,0.0,6.5,21.3,2.0,362.9,5.0,3.6,2.0,20.0,52.0,4.0,517.0,6.0,250.0,16.0,1412.0,3.0,DET,2.0,13.0,6,11,5,1.0,4.0,5,3.7,3.3,2.0,3.0,1.0,1.0,6.0,2.5,1.0,2.0,1.0,1.0,6.0,63.0,44.0,0.0,94.0,31.0,0.0,94.0,50.0,44.2,26.0,40.0,15.0,42.9,11.0,12.4,2.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAKE BATES,K,192.8,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,161.0,0.0,0.0,192.3,9.5,172.0,161.0,190.0,4.7,11.0,217.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,4.9,DET,11.0,216.0,20,15,24,1.0,500.0,94,,3.0,1.0,2.0,1.6,1.0,9.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,10.0,7.0,6.0,0.0,0.2,0.6,0.4,0.4,3.9,3.8,67.0,64.0
JAKE BOBO,WR,341.8,1.0,0.0,0.0,0.8,0.1,6.3,0.0,0.0,0.0,310.0,16.7,0.0,0.0,335.4,1.7,298.0,29.7,436.0,23.9,15.0,372.0,13.0,1.0,107.0,436.0,0.0,0.0,0.0,20.3,SEA,15.0,374.0,29,29,30,5.0,500.0,500,1.0,142.8,122.0,150.0,11.8,10.0,161.0,140.8,119.0,149.0,11.1,10.0,158.0,17.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.8,1.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
