PLAYER NAME,POS,AVG_RK,AVG_FAN PTS,AVG_PASS_TDS,AVG_PASS_YDS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,BEST_RK,FAN PTS,PASS_TDS,PASS_YDS,PPR_AVG_RK,PPR_AVG_FAN PTS,PPR_BEST_RK,PPR_FAN PTS,PPR_RK,PPR_STD.DEV_RK,PPR_TIERS,PPR_WORST_RK,REC,REC_TDS,REC_YDS,RK,RUSH_ATT,RUSH_TDS,RUSH_YDS,STD.DEV_RK,TEAM,TIERS,WORST_RK,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,DEPTH
James Conner,RB,99.8,10.0,0.0,0.0,2.7,0.0,16.5,13.0,0.5,55.5,51.0,129.6,0.0,0.0,104.9,12.7,60.0,164.6,104.0,19.0,6.0,205.0,35.0,0.0,215.0,99.0,169.0,6.0,721.0,20.7,ARI,8.0,225.0,5,9,12,2
James O'Shaughnessy,TE,347.3,1.7,0.0,0.0,1.9,0.0,17.5,0.0,0.0,0.0,299.0,26.2,0.0,0.0,340.4,3.6,267.0,54.2,396.0,33.0,12.0,391.0,28.0,0.0,262.0,430.0,0.0,0.0,0.0,30.2,JAC,15.0,387.0,15,25,2,1
James Robinson,RB,85.0,14.4,0.0,0.0,3.5,0.2,24.6,17.1,0.5,76.4,27.0,201.4,0.0,0.0,40.7,17.9,14.0,250.4,39.0,12.7,4.0,119.0,49.0,3.0,344.0,81.0,240.0,7.0,1070.0,18.0,JAC,7.0,190.0,9,23,2,2
James Washington,WR,252.6,4.3,0.0,0.0,1.9,0.3,24.5,0.0,0.0,0.0,196.0,69.2,0.0,0.0,270.2,6.2,216.0,99.2,276.0,27.3,10.0,383.0,30.0,5.0,392.0,262.0,0.0,0.0,0.0,34.7,PIT,12.0,370.0,22,22,14,4
James White,RB,168.3,4.8,0.0,0.0,3.5,0.1,26.8,2.5,0.1,8.6,100.0,67.6,0.0,0.0,125.2,8.3,71.0,116.6,124.0,26.3,7.0,259.0,49.0,1.0,375.0,159.0,35.0,2.0,121.0,28.0,NE,10.0,277.0,22,4,31,3
Jamison Crowder,WR,174.8,9.4,0.0,0.0,4.9,0.5,58.3,0.1,0.0,1.2,90.0,113.02,0.0,0.0,180.4,14.3,96.0,172.02,165.0,36.1,8.0,298.0,59.0,6.0,699.0,165.0,1.0,0.0,14.0,35.6,NYJ,10.0,297.0,7,10,11,3
Jared Cook,TE,160.6,6.0,0.0,0.0,2.5,0.5,33.6,0.0,0.0,0.0,72.0,90.4,0.0,0.0,163.2,8.5,91.0,127.4,153.0,34.6,8.0,294.0,37.0,7.0,504.0,152.0,0.0,0.0,0.0,33.5,LAC,10.0,273.0,17,22,9,1
Jared Goff,QB,215.8,16.9,1.3,263.5,0.0,0.0,0.0,3.4,0.3,6.6,96.0,252.98,20.0,3952.0,231.3,16.9,113.0,252.98,205.0,44.2,9.0,334.0,0.0,0.0,0.0,204.0,51.0,4.0,99.0,42.8,DET,11.0,338.0,30,32,3,1
Jaret Patterson,RB,350.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,295.3,0.0,188.0,0.0,358.0,46.9,11.0,368.0,0.0,0.0,0.0,439.0,0.0,0.0,0.0,20.4,WAS,15.0,392.0,18,18,11,0
Jarvis Landry,WR,98.5,7.7,0.0,0.0,4.8,0.2,56.0,0.3,0.1,0.7,58.0,115.96,0.0,0.0,96.1,12.5,48.0,187.96,91.0,17.6,6.0,160.0,72.0,3.0,840.0,95.0,4.0,1.0,10.0,13.0,CLE,8.0,137.0,32,31,24,2
Jason Myers,K,237.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,138.0,0.0,0.0,233.5,8.6,183.0,138.0,224.0,14.3,9.0,283.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,12.8,SEA,11.0,302.0,15,16,16,0
Jason Sanders,K,211.6,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,172.0,0.0,0.0,209.2,10.8,176.0,172.0,203.0,13.2,9.0,267.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,10.5,MIA,11.0,233.0,23,5,30,0
Javian Hawkins,RB,235.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,291.7,0.0,143.0,0.0,340.0,52.5,11.0,393.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,52.6,TEN,12.0,387.0,19,16,16,2
Javonte Williams,RB,85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,72.4,0.0,31.0,0.0,74.0,16.7,5.0,130.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,55.3,DEN,7.0,364.0,3,14,1,1
Jaylen Samuels,RB,352.8,0.5,0.0,0.0,0.6,0.0,3.3,0.6,0.0,2.0,277.0,7.4,0.0,0.0,344.8,1.2,256.0,16.4,500.0,112.0,13.0,535.0,9.0,0.0,46.0,463.0,9.0,0.0,28.0,10.2,PIT,16.0,363.0,4,11,5,5
Jaylen Waddle,WR,127.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,121.3,0.0,55.0,0.0,120.0,28.3,7.0,212.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,32.4,MIA,9.0,263.0,20,4,29,3
Jeff Wilson Jr.,RB,210.4,10.8,0.0,0.0,1.1,0.3,11.1,10.5,0.6,50.0,112.0,129.3,0.0,0.0,259.8,11.9,146.0,142.3,283.0,53.1,10.0,380.0,13.0,3.0,133.0,232.0,126.0,7.0,600.0,59.4,SF,11.0,382.0,7,10,14,0
Jeremy McNichols,RB,309.3,2.0,0.0,0.0,0.8,0.0,3.4,2.9,0.1,12.8,265.0,31.9,0.0,0.0,358.9,2.7,306.0,43.9,457.0,39.5,13.0,447.0,12.0,0.0,55.0,452.0,47.0,1.0,204.0,31.6,TEN,15.0,336.0,19,16,16,4
Jerick McKinnon,RB,268.5,5.8,0.0,0.0,2.1,0.1,15.8,5.1,0.3,19.9,177.0,93.2,0.0,0.0,232.8,7.9,130.0,126.2,234.0,44.0,9.0,329.0,33.0,1.0,253.0,270.0,81.0,5.0,319.0,36.7,KC,12.0,383.0,16,15,13,2
Jermar Jefferson,RB,333.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,318.6,0.0,193.0,0.0,334.0,35.2,11.0,380.0,0.0,0.0,0.0,361.0,0.0,0.0,0.0,35.4,DET,14.0,388.0,29,29,21,3
Jerry Jeudy,WR,79.2,6.6,0.0,0.0,3.3,0.2,53.5,0.0,0.0,0.0,49.0,105.6,0.0,0.0,66.3,9.8,35.0,157.6,62.0,15.0,5.0,109.0,52.0,3.0,856.0,72.0,0.0,0.0,0.0,13.4,DEN,7.0,122.0,21,26,8,1
Jimmy Garoppolo,QB,289.6,11.6,1.2,182.7,0.0,0.0,0.0,1.7,0.0,4.2,105.0,69.34,7.0,1096.0,295.3,11.6,151.0,69.34,268.0,45.9,10.0,385.0,0.0,0.0,0.0,282.0,10.0,0.0,25.0,54.9,SF,12.0,396.0,3,20,1,1
Jimmy Graham,TE,268.3,5.8,0.0,0.0,3.1,0.5,28.5,0.0,0.0,0.0,144.0,93.6,0.0,0.0,272.2,9.0,142.0,143.6,269.0,33.8,10.0,344.0,50.0,8.0,456.0,277.0,0.0,0.0,0.0,29.2,CHI,12.0,372.0,31,31,26,2
Joe Burrow,QB,103.2,17.9,1.3,268.8,0.0,0.0,0.0,3.7,0.3,14.2,70.0,178.72,13.0,2688.0,108.4,17.9,68.0,178.72,103.0,12.2,6.0,163.0,0.0,0.0,0.0,101.0,37.0,3.0,142.0,9.1,CIN,8.0,154.0,22,18,24,1
Joe Mixon,RB,17.9,13.1,0.0,0.0,3.5,0.2,23.0,19.8,0.5,71.3,6.0,78.6,0.0,0.0,23.3,16.6,8.0,99.6,23.0,8.0,3.0,57.0,21.0,1.0,138.0,16.0,119.0,3.0,428.0,8.4,CIN,3.0,47.0,10,7,23,1
Joey Slye,K,275.4,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,129.0,0.0,0.0,276.2,8.1,213.0,129.0,305.0,22.7,11.0,353.0,0.0,0.0,0.0,271.0,0.0,0.0,0.0,21.6,FA,12.0,324.0,33,33,33,0
John Brown,WR,162.4,7.1,0.0,0.0,3.7,0.3,50.9,0.0,0.0,0.0,111.0,63.8,0.0,0.0,212.8,10.8,129.0,96.8,261.0,57.3,10.0,390.0,33.0,3.0,458.0,151.0,0.0,0.0,0.0,29.0,FA,10.0,262.0,33,33,33,2
John Ross,WR,319.4,0.6,0.0,0.0,0.7,0.0,5.7,0.0,0.0,0.0,265.0,1.7,0.0,0.0,344.3,1.2,293.0,3.7,365.0,50.2,12.0,661.0,2.0,0.0,17.0,341.0,0.0,0.0,0.0,27.4,NYG,14.0,396.0,13,17,12,6
Jonathan Taylor,RB,7.1,14.5,0.0,0.0,2.4,0.1,19.9,15.5,0.7,77.9,3.0,216.8,0.0,0.0,17.5,16.9,4.0,252.8,15.0,8.3,2.0,40.0,36.0,1.0,299.0,7.0,232.0,11.0,1169.0,2.6,IND,2.0,27.0,6,1,29,1
Jonnu Smith,TE,132.3,6.6,0.0,0.0,2.7,0.5,29.9,0.1,0.1,0.3,63.0,99.2,0.0,0.0,116.7,9.3,63.0,140.2,113.0,20.1,7.0,180.0,41.0,8.0,448.0,128.0,2.0,1.0,4.0,19.6,NE,9.0,213.0,1,1,30,2
Jordan Akins,TE,288.4,3.6,0.0,0.0,2.8,0.1,31.0,0.1,0.0,0.3,163.0,46.7,0.0,0.0,272.3,6.4,133.0,83.7,317.0,47.7,11.0,363.0,37.0,1.0,403.0,335.0,1.0,0.0,4.0,44.4,HOU,14.0,363.0,10,12,16,1
Jordan Howard,RB,313.9,4.2,0.0,0.0,0.1,0.0,-0.4,5.0,0.6,8.6,134.0,29.7,0.0,0.0,315.8,4.4,227.0,30.7,344.0,32.7,11.0,392.0,1.0,0.0,-3.0,332.0,35.0,4.0,60.0,40.9,PHI,13.0,388.0,15,3,30,5
Jordan Love,QB,344.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,360.2,0.0,324.0,0.0,421.0,22.2,12.0,412.0,0.0,0.0,0.0,407.0,0.0,0.0,0.0,24.1,GB,15.0,386.0,31,29,20,2
Jordan Wilkins,RB,330.7,3.3,0.0,0.0,0.8,0.0,7.0,5.6,0.1,20.5,267.0,49.3,0.0,0.0,329.5,4.1,274.0,61.3,332.0,27.3,11.0,392.0,12.0,0.0,105.0,347.0,84.0,1.0,308.0,22.4,IND,14.0,382.0,6,1,29,4
Josh Allen,QB,42.7,25.3,2.3,284.0,0.0,0.0,0.0,6.4,0.5,26.3,18.0,405.06,37.0,4544.0,41.3,25.4,19.0,406.06,41.0,10.3,4.0,61.0,0.0,0.0,0.0,43.0,102.0,8.0,421.0,9.1,BUF,5.0,61.0,25,26,18,1
Josh Jacobs,RB,40.2,13.2,0.0,0.0,2.2,0.0,15.9,18.2,0.8,71.0,12.0,198.3,0.0,0.0,51.8,15.4,34.0,231.3,47.0,8.3,4.0,80.0,33.0,0.0,238.0,39.0,273.0,12.0,1065.0,10.8,LV,5.0,83.0,28,27,19,1
Josh Lambo,K,292.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,28.0,0.0,0.0,291.9,7.0,179.0,28.0,266.0,21.8,10.0,332.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,23.2,JAC,13.0,332.0,14,15,7,0
Josh Oliver,TE,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,433.6,0.0,368.0,0.0,512.0,66.8,13.0,543.0,0.0,0.0,0.0,473.0,0.0,0.0,0.0,6.0,BAL,16.0,381.0,7,11,11,2
Josh Palmer,WR,320.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,266.6,0.0,160.0,0.0,315.0,53.6,11.0,372.0,0.0,0.0,0.0,368.0,0.0,0.0,0.0,51.9,LAC,14.0,391.0,28,24,23,4
Josh Reynolds,WR,235.5,4.5,0.0,0.0,3.3,0.1,38.6,0.1,0.0,0.3,148.0,72.3,0.0,0.0,248.2,7.8,183.0,124.3,249.0,30.6,10.0,330.0,52.0,2.0,618.0,239.0,1.0,0.0,5.0,32.1,TEN,12.0,306.0,25,27,20,3
Joshua Kelley,RB,200.3,4.2,0.0,0.0,1.6,0.0,10.6,7.9,0.1,25.3,120.0,58.2,0.0,0.0,228.6,5.8,142.0,81.2,240.0,39.5,9.0,357.0,23.0,0.0,148.0,199.0,111.0,2.0,354.0,27.2,LAC,11.0,283.0,13,25,3,3
JuJu Smith-Schuster,WR,81.8,8.6,0.0,0.0,6.1,0.6,51.9,0.0,0.0,0.0,56.0,137.1,0.0,0.0,67.3,14.6,39.0,234.1,64.0,17.6,5.0,154.0,97.0,9.0,831.0,77.0,0.0,0.0,0.0,15.4,PIT,7.0,169.0,22,22,14,2
Julio Jones,WR,36.7,10.6,0.0,0.0,5.7,0.3,85.7,0.0,0.0,0.0,21.0,95.1,0.0,0.0,43.2,16.2,25.0,146.1,44.0,11.2,4.0,116.0,51.0,3.0,771.0,36.0,0.0,0.0,0.0,7.7,TEN,5.0,75.0,25,27,20,2
Justice Hill,RB,325.2,0.7,0.0,0.0,0.4,0.0,1.7,1.0,0.0,5.0,245.0,8.0,0.0,0.0,268.8,1.1,121.0,13.0,278.0,61.7,10.0,360.0,5.0,0.0,20.0,331.0,12.0,0.0,60.0,24.6,BAL,13.0,379.0,14,12,17,3
Justin Fields,QB,176.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,161.7,0.0,95.0,0.0,148.0,47.0,8.0,329.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,50.8,CHI,10.0,338.0,23,22,23,1
Justin Herbert,QB,76.3,22.9,2.1,289.1,0.0,0.0,0.0,3.7,0.3,15.6,55.0,342.84,31.0,4336.0,76.5,22.9,52.0,342.84,75.0,9.0,5.0,95.0,0.0,0.0,0.0,70.0,55.0,5.0,234.0,9.7,LAC,7.0,117.0,27,28,16,1
Justin Jackson,RB,235.3,5.1,0.0,0.0,2.1,0.0,19.2,6.6,0.0,30.0,134.0,46.3,0.0,0.0,209.9,7.3,126.0,65.3,216.0,39.8,9.0,331.0,19.0,0.0,173.0,242.0,59.0,0.0,270.0,34.2,LAC,12.0,351.0,13,25,3,2
Justin Jefferson,WR,23.0,11.6,0.0,0.0,5.5,0.4,87.5,0.1,0.0,0.1,13.0,186.2,0.0,0.0,19.1,17.1,12.0,274.2,16.0,4.9,3.0,33.0,88.0,7.0,1400.0,21.0,1.0,0.0,2.0,3.8,MIN,3.0,35.0,18,6,28,1
Justin Tucker,K,171.9,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,145.0,0.0,0.0,174.4,9.1,123.0,145.0,177.0,11.8,8.0,259.0,0.0,0.0,0.0,171.0,0.0,0.0,0.0,7.7,BAL,10.0,204.0,5,9,8,0
KJ Hamler,WR,243.9,4.6,0.0,0.0,2.3,0.2,29.3,0.7,0.0,3.1,124.0,60.1,0.0,0.0,236.1,6.9,133.0,90.1,238.0,30.6,9.0,363.0,30.0,3.0,381.0,248.0,9.0,0.0,40.0,24.4,DEN,12.0,301.0,21,26,8,4
Ka'imi Fairbairn,K,277.4,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,132.0,0.0,0.0,283.6,8.3,215.0,132.0,279.0,35.6,10.0,353.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,35.1,HOU,12.0,353.0,27,30,4,0
Kadarius Toney,WR,253.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,264.5,0.0,170.0,0.0,258.0,37.1,10.0,355.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,36.9,NYG,12.0,364.0,13,17,12,4
Kahale Warring,TE,364.3,0.5,0.0,0.0,0.4,0.0,5.0,0.0,0.0,0.0,349.0,3.5,0.0,0.0,349.0,0.9,269.0,6.5,472.0,55.0,13.0,434.0,3.0,0.0,35.0,451.0,0.0,0.0,0.0,12.2,BUF,15.0,385.0,18,18,14,4
Kalen Ballage,RB,324.4,5.9,0.0,0.0,2.6,0.0,15.1,8.3,0.3,27.5,245.0,64.9,0.0,0.0,313.2,8.5,199.0,93.9,320.0,29.9,11.0,370.0,29.0,0.0,166.0,337.0,91.0,3.0,303.0,27.0,PIT,14.0,393.0,4,11,5,4
Kansas City Chiefs,DEF,194.3,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,106.0,0.0,0.0,200.9,6.6,161.0,106.0,201.0,22.1,9.0,286.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,22.8,KC,11.0,294.0,22,19,24,0
Kareem Hunt,RB,59.6,11.3,0.0,0.0,2.4,0.3,19.0,12.4,0.4,52.6,36.0,180.5,0.0,0.0,60.0,13.7,34.0,218.5,57.0,10.5,5.0,89.0,38.0,5.0,304.0,59.0,198.0,6.0,841.0,9.9,CLE,6.0,85.0,2,8,8,2
Ke'Shawn Vaughn,RB,255.3,1.8,0.0,0.0,0.5,0.1,3.4,2.6,0.0,10.9,134.0,18.3,0.0,0.0,283.3,2.3,156.0,23.3,309.0,45.2,11.0,368.0,5.0,1.0,34.0,278.0,26.0,0.0,109.0,57.1,TB,12.0,386.0,32,32,24,4
Keelan Cole Sr.,WR,289.0,6.3,0.0,0.0,3.4,0.3,40.1,0.1,0.0,0.1,122.0,100.4,0.0,0.0,279.3,9.7,178.0,155.4,295.0,43.9,10.0,409.0,55.0,5.0,642.0,303.0,1.0,0.0,2.0,41.4,NYJ,13.0,377.0,7,10,11,0
Keenan Allen,WR,31.4,10.4,0.0,0.0,7.1,0.6,70.9,0.1,0.0,-0.1,21.0,145.1,0.0,0.0,21.7,17.5,11.0,245.1,22.0,6.0,3.0,46.0,100.0,8.0,992.0,31.0,1.0,0.0,-1.0,5.3,LAC,4.0,58.0,28,24,23,1
Keke Coutee,WR,289.3,6.8,0.0,0.0,4.1,0.4,50.0,0.0,0.0,0.0,222.0,54.0,0.0,0.0,289.2,10.9,220.0,87.0,321.0,29.2,11.0,393.0,33.0,3.0,400.0,297.0,0.0,0.0,0.0,28.4,IND,13.0,370.0,9,2,31,6
Kelvin Harmon,WR,290.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,0.0,0.0,384.3,0.0,311.0,0.0,471.0,53.0,13.0,487.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,19.5,WAS,16.0,310.0,14,25,1,5
Kendrick Bourne,WR,287.5,5.4,0.0,0.0,3.3,0.1,44.5,0.0,0.0,0.0,185.0,80.7,0.0,0.0,280.8,8.6,151.0,129.7,288.0,37.4,10.0,372.0,49.0,2.0,667.0,292.0,0.0,0.0,0.0,34.2,NE,13.0,373.0,2,1,30,2
Kene Nwangwu,RB,350.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,349.9,0.0,295.0,0.0,424.0,32.2,12.0,436.0,0.0,0.0,0.0,425.0,0.0,0.0,0.0,16.2,MIN,15.0,368.0,12,6,28,4
Kenneth Gainwell,RB,200.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,191.1,0.0,89.0,0.0,186.0,46.1,8.0,350.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,49.5,PHI,11.0,362.0,15,3,30,3
Kenny Golladay,WR,47.5,9.2,0.0,0.0,4.0,0.4,67.6,0.0,0.0,0.0,28.0,45.8,0.0,0.0,71.3,13.2,36.0,65.8,69.0,15.9,5.0,113.0,20.0,2.0,338.0,45.0,0.0,0.0,0.0,9.6,NYG,5.0,82.0,13,17,12,1
Kenny Stills,WR,344.0,2.0,0.0,0.0,1.1,0.1,14.4,0.0,0.0,0.0,239.0,20.4,0.0,0.0,364.2,3.1,280.0,31.4,478.0,53.9,13.0,459.0,11.0,1.0,144.0,450.0,0.0,0.0,0.0,30.5,BUF,15.0,384.0,16,16,18,0
Kenny Yeboah,TE,317.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,0.0,0.0,436.0,0.0,344.0,0.0,513.0,100.9,13.0,569.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,57.5,NYJ,16.0,375.0,9,9,15,4
Kenyan Drake,RB,112.8,11.1,0.0,0.0,1.7,0.0,9.1,15.9,0.7,63.7,34.0,167.2,0.0,0.0,102.9,12.8,59.0,192.2,98.0,21.0,6.0,255.0,25.0,0.0,137.0,114.0,239.0,10.0,955.0,18.6,LV,8.0,273.0,28,27,19,2
Kerryon Johnson,RB,245.1,3.3,0.0,0.0,1.2,0.1,11.7,3.3,0.1,11.3,131.0,52.8,0.0,0.0,284.8,4.5,177.0,71.8,349.0,49.9,11.0,388.0,19.0,1.0,187.0,254.0,52.0,2.0,181.0,43.5,FA,12.0,363.0,33,33,33,4
Khalil Herbert,RB,330.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,330.7,0.0,234.0,0.0,385.0,40.9,12.0,393.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,28.9,CHI,15.0,372.0,8,13,7,4
Kirk Cousins,QB,125.0,19.9,2.2,266.6,0.0,0.0,0.0,2.0,0.1,9.8,73.0,319.2,35.0,4265.0,126.7,19.9,95.0,319.2,123.0,18.3,7.0,178.0,0.0,0.0,0.0,121.0,32.0,1.0,156.0,18.6,MIN,9.0,202.0,19,5,28,1
Kyle Juszczyk,RB,345.4,3.9,0.0,0.0,1.2,0.3,12.6,1.1,0.1,4.0,238.0,62.6,0.0,0.0,312.6,5.1,235.0,81.6,412.0,51.2,12.0,407.0,19.0,4.0,202.0,453.0,17.0,2.0,64.0,32.4,SF,15.0,387.0,7,10,14,0
Kyle Pitts,TE,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,55.9,0.0,26.0,0.0,54.0,13.3,5.0,94.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,39.2,ATL,6.0,273.0,19,10,23,1
Kyle Rudolph,TE,293.9,3.1,0.0,0.0,2.3,0.1,27.8,0.0,0.0,0.0,255.0,37.4,0.0,0.0,296.6,5.5,209.0,65.4,297.0,33.4,10.0,393.0,28.0,1.0,334.0,304.0,0.0,0.0,0.0,29.1,NYG,13.0,375.0,13,13,17,2
Kylen Granson,TE,382.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,0.0,0.0,341.6,0.0,235.0,0.0,402.0,53.8,12.0,517.0,0.0,0.0,0.0,501.0,0.0,0.0,0.0,9.6,IND,16.0,390.0,20,4,32,4
Kyler Murray,QB,52.3,24.4,1.6,248.2,0.0,0.0,0.0,8.3,0.7,51.2,19.0,390.74,26.0,3971.0,50.8,24.4,19.0,390.74,46.0,10.6,4.0,70.0,0.0,0.0,0.0,48.0,133.0,11.0,819.0,7.3,ARI,6.0,68.0,18,21,14,1
Kylin Hill,RB,313.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,305.2,0.0,185.0,0.0,363.0,53.0,12.0,388.0,0.0,0.0,0.0,392.0,0.0,0.0,0.0,35.7,GB,14.0,389.0,30,26,27,3
La'Mical Perine,RB,229.7,4.2,0.0,0.0,1.1,0.0,6.3,6.4,0.2,23.2,154.0,41.5,0.0,0.0,266.0,5.3,177.0,52.5,282.0,45.0,10.0,387.0,11.0,0.0,63.0,241.0,64.0,2.0,232.0,41.5,NYJ,12.0,329.0,20,17,18,0
Lamar Jackson,QB,54.0,22.8,1.7,183.8,0.0,0.0,0.0,10.6,0.5,67.0,19.0,341.78,26.0,2757.0,55.5,22.8,19.0,341.78,53.0,10.9,5.0,93.0,0.0,0.0,0.0,50.0,159.0,7.0,1005.0,12.2,BAL,6.0,77.0,17,15,15,1
Larry Fitzgerald,WR,318.4,3.6,0.0,0.0,4.2,0.1,31.5,0.0,0.0,0.0,262.0,46.9,0.0,0.0,330.0,7.8,263.0,100.9,437.0,41.0,13.0,424.0,54.0,1.0,409.0,384.0,0.0,0.0,0.0,25.9,FA,14.0,379.0,33,33,33,0
Larry Rountree III,RB,294.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,291.9,0.0,132.0,0.0,328.0,60.0,11.0,393.0,0.0,0.0,0.0,356.0,0.0,0.0,0.0,61.5,LAC,14.0,375.0,13,25,3,0
Las Vegas Raiders,DEF,330.4,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,43.0,0.0,0.0,331.2,2.7,266.0,43.0,368.0,21.8,12.0,355.0,0.0,0.0,0.0,382.0,0.0,0.0,0.0,22.8,LV,14.0,355.0,7,5,16,0
Latavius Murray,RB,121.5,7.5,0.0,0.0,1.5,0.1,11.7,9.7,0.3,43.7,66.0,113.2,0.0,0.0,159.4,9.1,100.0,136.2,156.0,39.8,8.0,277.0,23.0,1.0,176.0,118.0,146.0,4.0,656.0,15.0,NO,8.0,185.0,25,21,22,2
Laviska Shenault Jr.,WR,104.0,7.1,0.0,0.0,4.1,0.4,42.9,1.3,0.0,6.5,64.0,99.1,0.0,0.0,90.3,11.2,49.0,157.1,85.0,25.5,6.0,293.0,58.0,5.0,600.0,102.0,18.0,0.0,91.0,20.9,JAC,8.0,196.0,4,8,3,0
Le'Veon Bell,RB,261.7,5.3,0.0,0.0,1.5,0.0,12.5,7.5,0.2,29.8,88.0,58.6,0.0,0.0,303.3,6.8,184.0,74.6,366.0,44.6,12.0,386.0,16.0,0.0,138.0,301.0,82.0,2.0,328.0,67.3,FA,13.0,369.0,33,33,33,0
LeSean McCoy,RB,352.4,1.3,0.0,0.0,1.5,0.0,10.1,1.0,0.0,3.1,322.0,13.2,0.0,0.0,374.3,2.8,313.0,28.2,469.0,58.6,13.0,510.0,15.0,0.0,101.0,427.0,10.0,0.0,31.0,21.2,FA,15.0,385.0,33,33,33,0
Leonard Fournette,RB,97.8,7.4,0.0,0.0,2.8,0.0,17.9,7.5,0.5,28.2,59.0,96.0,0.0,0.0,113.6,10.2,76.0,132.0,110.0,20.4,7.0,187.0,36.0,0.0,233.0,94.0,97.0,6.0,367.0,15.9,TB,8.0,146.0,32,32,24,2
Lil'Jordan Humphrey,WR,269.0,3.5,0.0,0.0,1.0,0.3,15.3,0.0,0.0,0.0,229.0,10.6,0.0,0.0,344.1,4.5,279.0,13.6,452.0,46.5,13.0,425.0,3.0,1.0,46.0,436.0,0.0,0.0,0.0,35.4,NO,15.0,315.0,6,11,5,5
Logan Thomas,TE,105.7,6.5,0.0,0.0,4.5,0.4,41.9,0.2,0.0,0.3,59.0,104.62,0.0,0.0,85.1,11.0,46.0,176.62,80.0,20.5,6.0,139.0,72.0,6.0,670.0,104.0,3.0,0.0,5.0,19.4,WAS,8.0,160.0,12,8,19,1
