PLAYER NAME,POS,AVG_RK,AVG_FAN PTS,AVG_PASS_TDS,AVG_PASS_YDS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,BEST_RK,FAN PTS,PASS_TDS,PASS_YDS,PPR_AVG_RK,PPR_AVG_FAN PTS,PPR_BEST_RK,PPR_FAN PTS,PPR_RK,PPR_STD.DEV_RK,PPR_TIERS,PPR_WORST_RK,REC,REC_TDS,REC_YDS,RK,RUSH_ATT,RUSH_TDS,RUSH_YDS,STD.DEV_RK,TEAM,TIERS,WORST_RK,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,DEPTH
Demarcus Robinson,WR,297.8,4.2,0.0,0.0,3.0,0.2,31.1,0.0,0.0,0.0,101.0,62.6,0.0,0.0,281.7,7.2,152.0,107.6,330.0,53.6,11.0,382.0,45.0,3.0,466.0,340.0,0.0,0.0,0.0,62.8,KC,14.0,374.0,26,23,25,3
Demetric Felton,WR,366.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,0.0,0.0,0.0,366.5,0.0,297.0,0.0,508.0,55.7,13.0,442.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,8.5,CLE,16.0,375.0,32,31,24,5
Denver Broncos,DEF,224.9,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,73.0,0.0,0.0,218.0,4.6,145.0,73.0,212.0,25.4,9.0,307.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,20.8,DEN,11.0,303.0,8,13,15,0
Denzel Mims,WR,206.3,4.2,0.0,0.0,2.6,0.0,39.7,0.0,0.0,0.0,129.0,37.7,0.0,0.0,250.0,6.7,157.0,60.7,256.0,47.1,10.0,369.0,23.0,0.0,357.0,203.0,0.0,0.0,0.0,35.7,NYJ,11.0,369.0,7,10,11,4
Deonte Harris,WR,297.2,3.1,0.0,0.0,2.2,0.1,20.7,0.7,0.0,5.7,194.0,27.7,0.0,0.0,301.1,5.3,208.0,47.7,371.0,47.1,12.0,378.0,20.0,1.0,186.0,377.0,6.0,0.0,51.0,43.0,NO,14.0,384.0,6,11,5,3
Derek Carr,QB,169.4,17.6,1.7,256.4,0.0,0.0,0.0,2.4,0.2,8.8,90.0,281.12,27.0,4103.0,165.8,17.6,110.0,281.12,152.0,31.3,8.0,254.0,0.0,0.0,0.0,163.0,39.0,3.0,140.0,29.3,LV,10.0,274.0,28,30,7,1
Derrick Henry,RB,3.2,19.6,0.0,0.0,1.2,0.0,7.1,23.6,1.1,126.7,1.0,314.1,0.0,0.0,7.8,20.8,2.0,333.1,6.0,6.0,1.0,27.0,19.0,0.0,114.0,3.0,378.0,17.0,2027.0,1.0,TEN,1.0,14.0,19,16,16,1
Deshaun Watson,QB,229.6,23.5,2.1,301.4,0.0,0.0,0.0,5.6,0.2,27.8,61.0,376.32,33.0,4823.0,305.5,23.5,111.0,376.32,312.0,62.5,11.0,395.0,0.0,0.0,0.0,246.0,90.0,3.0,444.0,87.9,HOU,12.0,378.0,5,6,8,3
Detroit Lions,DEF,329.4,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,29.0,0.0,0.0,334.8,1.8,300.0,29.0,374.0,17.6,12.0,355.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,27.3,DET,14.0,355.0,10,18,11,0
Devin Duvernay,WR,341.1,2.1,0.0,0.0,1.3,0.0,12.6,0.3,0.0,4.4,198.0,33.1,0.0,0.0,346.1,3.3,216.0,53.1,395.0,40.1,12.0,393.0,20.0,0.0,201.0,401.0,4.0,0.0,70.0,39.6,BAL,15.0,390.0,15,18,16,4
Devin Funchess,WR,341.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,452.5,0.0,236.0,0.0,568.0,216.5,14.0,669.0,0.0,0.0,0.0,448.0,0.0,0.0,0.0,62.3,FA,15.0,389.0,33,33,33,7
Devin Singletary,RB,123.2,6.6,0.0,0.0,2.4,0.0,16.8,9.8,0.1,42.9,59.0,105.6,0.0,0.0,116.7,9.0,67.0,143.6,114.0,16.4,7.0,188.0,38.0,0.0,269.0,119.0,156.0,2.0,687.0,17.0,BUF,8.0,185.0,23,22,20,2
Devine Ozigbo,RB,342.8,0.5,0.0,0.0,1.1,0.0,5.3,0.1,0.0,0.1,313.0,4.3,0.0,0.0,345.5,1.7,271.0,13.3,432.0,36.4,13.0,437.0,9.0,0.0,42.0,398.0,1.0,0.0,1.0,19.9,JAC,15.0,392.0,9,23,2,5
Devonta Freeman,RB,350.7,5.8,0.0,0.0,1.4,0.0,11.6,10.8,0.2,34.4,64.0,29.0,0.0,0.0,350.9,7.2,313.0,36.0,464.0,42.5,13.0,443.0,7.0,0.0,58.0,447.0,54.0,1.0,172.0,19.9,FA,15.0,392.0,33,33,33,0
Devontae Booker,RB,254.4,4.3,0.0,0.0,1.1,0.0,5.3,5.8,0.2,26.4,123.0,68.7,0.0,0.0,233.7,5.4,130.0,85.7,253.0,51.0,10.0,349.0,17.0,0.0,84.0,276.0,93.0,3.0,423.0,59.7,NYG,12.0,385.0,31,31,15,2
Dez Fitzpatrick,WR,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,312.1,0.0,214.0,0.0,433.0,57.8,13.0,401.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,48.8,TEN,15.0,395.0,25,27,20,4
Diontae Johnson,WR,59.5,8.9,0.0,0.0,5.9,0.5,61.5,0.2,0.0,1.0,41.0,133.8,0.0,0.0,41.6,14.8,25.0,221.8,42.0,8.4,4.0,75.0,88.0,7.0,923.0,58.0,3.0,0.0,15.0,10.2,PIT,6.0,97.0,22,22,14,1
Donald Parham Jr.,TE,295.3,2.6,0.0,0.0,0.8,0.2,12.2,0.0,0.0,0.0,121.0,33.9,0.0,0.0,285.5,3.4,163.0,43.9,322.0,40.1,11.0,360.0,10.0,3.0,159.0,339.0,0.0,0.0,0.0,38.0,LAC,14.0,373.0,17,22,9,0
Donovan Peoples-Jones,WR,306.2,3.7,0.0,0.0,1.2,0.2,25.3,0.0,0.0,0.0,193.0,44.4,0.0,0.0,280.4,4.9,147.0,58.4,291.0,44.9,10.0,380.0,14.0,2.0,304.0,316.0,0.0,0.0,0.0,28.5,CLE,13.0,379.0,32,31,24,4
Drew Lock,QB,304.7,15.1,1.2,225.6,0.0,0.0,0.0,3.4,0.2,12.3,115.0,196.32,16.0,2933.0,321.9,15.1,178.0,196.32,293.0,36.7,10.0,383.0,0.0,0.0,0.0,299.0,44.0,3.0,160.0,44.1,DEN,13.0,369.0,6,12,4,2
Drew Sample,TE,334.3,2.4,0.0,0.0,2.5,0.1,21.8,0.0,0.0,0.0,222.0,38.9,0.0,0.0,329.8,4.9,230.0,78.9,352.0,42.3,11.0,394.0,40.0,1.0,349.0,371.0,0.0,0.0,0.0,34.9,CIN,14.0,393.0,24,15,27,1
Duke Johnson Jr.,RB,292.8,5.1,0.0,0.0,2.5,0.1,22.6,7.0,0.1,21.4,145.0,56.4,0.0,0.0,318.9,7.7,186.0,84.4,369.0,38.6,12.0,378.0,28.0,1.0,249.0,318.0,77.0,1.0,235.0,51.3,FA,13.0,388.0,33,33,33,0
Dustin Hopkins,K,292.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,128.0,0.0,0.0,285.7,8.0,216.0,128.0,259.0,23.7,10.0,332.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0,25.0,WAS,13.0,332.0,11,13,19,0
Dwayne Haskins,QB,385.5,10.7,0.7,205.6,0.0,0.0,0.0,2.9,0.1,6.6,384.0,75.16,5.0,1439.0,392.6,10.7,338.0,75.16,496.0,65.4,13.0,520.0,0.0,0.0,0.0,508.0,20.0,1.0,46.0,1.5,PIT,16.0,387.0,9,14,9,2
Dyami Brown,WR,285.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,261.7,0.0,157.0,0.0,294.0,51.8,10.0,378.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,63.3,WAS,13.0,395.0,14,25,1,4
Elijah Mitchell,RB,298.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,304.0,0.0,187.0,0.0,356.0,52.3,11.0,386.0,0.0,0.0,0.0,358.0,0.0,0.0,0.0,61.0,SF,14.0,382.0,7,10,14,5
Elijah Moore,WR,177.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,143.0,0.0,74.0,0.0,137.0,40.6,7.0,294.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,50.5,NYJ,10.0,351.0,7,10,11,2
Emmanuel Sanders,WR,191.0,7.4,0.0,0.0,4.4,0.4,51.9,0.1,0.0,0.9,106.0,103.8,0.0,0.0,179.9,11.8,101.0,164.8,172.0,29.8,8.0,243.0,61.0,5.0,726.0,185.0,1.0,0.0,12.0,24.1,BUF,10.0,244.0,16,16,18,4
Eno Benjamin,RB,314.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,311.2,0.0,199.0,0.0,318.0,34.6,11.0,388.0,0.0,0.0,0.0,326.0,0.0,0.0,0.0,24.5,ARI,13.0,362.0,5,9,12,4
Equanimeous St. Brown,WR,333.8,1.5,0.0,0.0,0.6,0.1,9.8,0.1,0.0,0.6,311.0,18.4,0.0,0.0,404.8,2.1,331.0,25.4,501.0,59.7,13.0,489.0,7.0,1.0,117.0,454.0,1.0,0.0,7.0,13.9,GB,15.0,348.0,29,29,19,6
Eric Ebron,TE,198.7,5.7,0.0,0.0,3.7,0.3,37.2,0.0,0.0,0.0,108.0,85.8,0.0,0.0,196.0,9.5,121.0,141.8,188.0,34.2,8.0,341.0,56.0,5.0,558.0,187.0,0.0,0.0,0.0,31.5,PIT,10.0,268.0,3,5,8,1
Evan Engram,TE,140.3,4.9,0.0,0.0,3.9,0.1,40.9,0.4,0.1,1.6,69.0,78.0,0.0,0.0,133.3,8.8,69.0,141.0,130.0,24.8,7.0,255.0,63.0,1.0,654.0,131.0,6.0,1.0,26.0,19.4,NYG,9.0,246.0,13,13,17,1
Evan McPherson,K,307.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,305.0,0.0,222.0,0.0,357.0,29.2,11.0,353.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,33.3,CIN,14.0,344.0,8,19,5,0
Ezekiel Elliott,RB,6.5,11.4,0.0,0.0,3.5,0.1,22.5,16.3,0.4,65.3,2.0,171.7,0.0,0.0,7.0,14.9,2.0,223.7,5.0,3.8,1.0,22.0,52.0,2.0,338.0,5.0,244.0,6.0,979.0,2.3,DAL,2.0,16.0,26,19,25,1
Foster Moreau,TE,353.1,1.6,0.0,0.0,0.4,0.1,8.8,0.0,0.0,0.0,282.0,26.0,0.0,0.0,350.1,2.1,244.0,33.0,399.0,38.9,12.0,398.0,7.0,2.0,140.0,409.0,0.0,0.0,0.0,23.6,LV,15.0,394.0,6,16,4,2
Frank Darby,WR,350.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,391.2,0.0,341.0,0.0,481.0,43.5,13.0,464.0,0.0,0.0,0.0,488.0,0.0,0.0,0.0,43.4,ATL,16.0,383.0,8,12,10,7
Frank Gore,RB,347.7,5.6,0.0,0.0,1.1,0.0,5.9,12.5,0.1,43.5,273.0,84.2,0.0,0.0,368.0,6.7,288.0,100.2,485.0,55.8,13.0,460.0,16.0,0.0,89.0,413.0,187.0,2.0,653.0,24.7,FA,15.0,386.0,33,33,33,0
Freddie Swain,WR,330.7,1.7,0.0,0.0,0.8,0.1,9.9,0.0,0.0,0.0,304.0,27.9,0.0,0.0,363.2,2.6,285.0,40.9,434.0,73.2,13.0,618.0,13.0,2.0,159.0,470.0,0.0,0.0,0.0,33.6,SEA,16.0,378.0,30,28,26,4
Gabriel Davis,WR,171.9,6.4,0.0,0.0,2.2,0.4,37.4,0.1,0.0,0.0,60.0,101.9,0.0,0.0,186.6,8.6,86.0,136.9,174.0,37.4,8.0,316.0,35.0,7.0,599.0,162.0,1.0,0.0,0.0,36.1,BUF,10.0,290.0,16,16,18,3
Gardner Minshew II,QB,357.1,18.3,1.8,251.0,0.0,0.0,0.0,3.2,0.1,17.0,167.0,164.66,16.0,2259.0,360.9,18.4,328.0,165.66,409.0,21.0,12.0,397.0,0.0,0.0,0.0,410.0,29.0,1.0,153.0,25.4,PHI,15.0,397.0,4,2,32,0
Gary Brightwell,RB,355.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,0.0,381.5,0.0,329.0,0.0,466.0,46.1,13.0,494.0,0.0,0.0,0.0,466.0,0.0,0.0,0.0,14.1,NYG,16.0,374.0,31,31,15,6
Geoff Swaim,TE,371.6,1.4,0.0,0.0,0.9,0.1,8.3,0.0,0.0,0.0,337.0,14.3,0.0,0.0,360.5,2.3,291.0,23.3,410.0,22.8,12.0,395.0,9.0,1.0,83.0,434.0,0.0,0.0,0.0,15.7,TEN,15.0,391.0,26,14,28,2
George Kittle,TE,21.4,9.6,0.0,0.0,6.0,0.3,79.3,0.3,0.0,2.1,17.0,77.1,0.0,0.0,27.1,15.6,18.0,125.1,27.0,8.0,3.0,53.0,48.0,2.0,634.0,20.0,2.0,0.0,17.0,8.0,SF,3.0,47.0,25,30,5,1
Gerald Everett,TE,172.4,3.2,0.0,0.0,2.6,0.1,26.1,0.1,0.1,0.1,92.0,51.9,0.0,0.0,149.7,5.8,87.0,92.9,138.0,32.1,7.0,258.0,41.0,1.0,417.0,164.0,1.0,1.0,2.0,37.0,SEA,10.0,267.0,32,32,10,1
Gerrid Doaks,RB,311.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,363.1,0.0,316.0,0.0,456.0,36.2,13.0,456.0,0.0,0.0,0.0,416.0,0.0,0.0,0.0,43.3,MIA,15.0,383.0,11,2,32,5
Giovani Bernard,RB,198.5,6.9,0.0,0.0,2.9,0.2,22.2,7.8,0.2,26.0,132.0,111.1,0.0,0.0,142.5,9.9,80.0,158.1,134.0,32.3,7.0,257.0,47.0,3.0,355.0,189.0,124.0,3.0,416.0,39.0,TB,11.0,310.0,32,32,24,3
Golden Tate,WR,283.5,4.3,0.0,0.0,2.9,0.2,32.3,0.0,0.0,0.0,212.0,51.52,0.0,0.0,307.9,7.2,223.0,86.52,425.0,51.7,12.0,403.0,35.0,2.0,388.0,370.0,0.0,0.0,0.0,48.6,FA,14.0,378.0,33,33,33,0
Graham Gano,K,304.4,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,133.0,0.0,0.0,297.2,8.3,222.0,133.0,286.0,26.3,10.0,353.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,22.6,NYG,13.0,339.0,18,22,11,0
Green Bay Packers,DEF,241.3,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,94.0,0.0,0.0,238.6,5.9,183.0,94.0,231.0,18.8,9.0,303.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,18.2,GB,12.0,303.0,24,21,21,0
Greg Joseph,K,322.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,309.8,0.0,253.0,0.0,382.0,22.1,12.0,342.0,0.0,0.0,0.0,404.0,0.0,0.0,0.0,22.5,MIN,15.0,353.0,24,25,24,0
Greg Ward,WR,330.9,5.0,0.0,0.0,3.3,0.4,26.2,0.1,0.0,-0.3,222.0,80.1,0.0,0.0,319.9,8.3,242.0,133.1,335.0,31.5,11.0,390.0,53.0,6.0,419.0,342.0,2.0,0.0,-4.0,28.4,PHI,14.0,384.0,17,3,32,3
Greg Zuerlein,K,197.3,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,153.0,0.0,0.0,198.1,9.6,141.0,153.0,198.0,14.5,9.0,262.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,14.1,DAL,11.0,251.0,2,6,17,0
Gus Edwards,RB,111.7,7.5,0.0,0.0,0.6,0.0,8.1,9.0,0.4,45.2,71.0,119.2,0.0,0.0,61.2,8.0,36.0,128.2,59.0,20.8,5.0,149.0,9.0,0.0,129.0,113.0,144.0,6.0,723.0,29.2,BAL,8.0,310.0,14,12,17,2
Harrison Bryant,TE,315.8,2.5,0.0,0.0,1.6,0.2,15.9,0.0,0.0,0.0,204.0,37.8,0.0,0.0,320.4,4.1,233.0,61.8,341.0,31.8,11.0,381.0,24.0,3.0,238.0,355.0,0.0,0.0,0.0,32.5,CLE,14.0,374.0,22,17,21,3
Harrison Butker,K,181.3,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,134.0,0.0,0.0,181.5,8.4,132.0,134.0,183.0,12.2,8.0,257.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,10.3,KC,10.0,221.0,6,10,9,0
Hayden Hurst,TE,212.5,5.8,0.0,0.0,3.5,0.4,35.7,0.0,0.0,0.0,127.0,93.1,0.0,0.0,223.2,9.3,135.0,149.1,227.0,40.7,9.0,347.0,56.0,6.0,571.0,211.0,0.0,0.0,0.0,42.8,ATL,11.0,291.0,19,10,23,2
Henry Ruggs III,WR,142.3,4.5,0.0,0.0,2.0,0.2,34.8,0.7,0.0,3.8,62.0,58.1,0.0,0.0,156.3,6.5,86.0,84.1,145.0,28.9,8.0,234.0,26.0,2.0,452.0,135.0,9.0,0.0,49.0,25.6,LV,9.0,216.0,31,32,17,0
Houston Texans,DEF,314.9,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,41.0,0.0,0.0,321.4,2.6,276.0,41.0,364.0,20.5,12.0,355.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,22.5,HOU,14.0,355.0,25,31,5,0
Hunter Bryant,TE,330.0,0.9,0.0,0.0,0.2,0.0,8.8,0.0,0.0,0.0,318.0,4.4,0.0,0.0,399.3,1.1,350.0,5.4,517.0,53.7,14.0,490.0,1.0,0.0,44.0,489.0,0.0,0.0,0.0,12.0,DET,16.0,342.0,21,24,13,2
Hunter Henry,TE,141.4,6.1,0.0,0.0,4.3,0.3,43.8,0.0,0.0,0.0,59.0,85.3,0.0,0.0,142.4,10.4,92.0,145.3,131.0,24.8,7.0,255.0,60.0,4.0,613.0,133.0,0.0,0.0,0.0,26.2,NE,9.0,255.0,1,1,30,1
Hunter Long,TE,355.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,0.0,0.0,359.3,0.0,317.0,0.0,436.0,21.1,13.0,411.0,0.0,0.0,0.0,418.0,0.0,0.0,0.0,19.3,MIA,15.0,386.0,2,2,29,3
Hunter Renfrow,WR,258.2,4.7,0.0,0.0,3.5,0.1,41.0,0.0,0.0,0.0,143.0,75.6,0.0,0.0,242.6,8.2,151.0,131.6,241.0,34.0,9.0,328.0,56.0,2.0,656.0,259.0,0.0,0.0,0.0,27.5,LV,12.0,337.0,31,32,17,4
Ian Thomas,TE,298.2,1.3,0.0,0.0,1.3,0.1,9.1,0.0,0.0,0.0,255.0,20.5,0.0,0.0,303.8,2.5,226.0,40.5,324.0,34.4,11.0,374.0,20.0,1.0,145.0,308.0,0.0,0.0,0.0,32.1,CAR,13.0,394.0,5,19,1,3
Ihmir Smith-Marsette,WR,346.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,350.2,0.0,240.0,0.0,429.0,63.4,13.0,503.0,0.0,0.0,0.0,443.0,0.0,0.0,0.0,39.9,MIN,15.0,395.0,18,6,28,5
Indianapolis Colts,DEF,171.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,146.0,0.0,0.0,176.9,9.1,145.0,146.0,182.0,23.6,8.0,258.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,18.9,IND,10.0,258.0,15,4,31,0
Isaiah McKenzie,WR,350.0,4.3,0.0,0.0,1.9,0.3,17.6,0.6,0.0,0.6,203.0,69.58,0.0,0.0,353.3,6.2,241.0,99.58,428.0,39.5,12.0,410.0,30.0,5.0,282.0,458.0,10.0,0.0,9.0,26.7,BUF,15.0,396.0,16,16,18,5
Ito Smith,RB,313.2,2.9,0.0,0.0,1.2,0.0,5.4,4.5,0.1,19.1,227.0,40.3,0.0,0.0,330.5,4.1,252.0,57.3,377.0,29.0,12.0,387.0,17.0,0.0,75.0,336.0,63.0,1.0,268.0,28.2,FA,14.0,382.0,33,33,33,0
J.D. McKissic,RB,159.6,7.0,0.0,0.0,5.0,0.1,36.8,5.3,0.1,22.8,100.0,111.4,0.0,0.0,128.9,12.0,80.0,191.4,126.0,25.0,7.0,191.0,80.0,2.0,589.0,147.0,85.0,1.0,365.0,22.3,WAS,9.0,237.0,18,18,11,2
J.J. Arcega-Whiteside,WR,177.5,1.3,0.0,0.0,0.5,0.0,10.6,0.0,0.0,0.0,50.0,10.5,0.0,0.0,389.8,1.8,344.0,14.5,514.0,42.5,13.0,458.0,4.0,0.0,85.0,433.0,0.0,0.0,0.0,127.5,PHI,15.0,305.0,17,3,32,0
Ja'Marr Chase,WR,60.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,70.7,0.0,43.0,0.0,73.0,15.4,5.0,148.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,27.4,CIN,6.0,220.0,24,20,22,1
JaMycal Hasty,RB,347.0,3.0,0.0,0.0,0.9,0.0,4.1,4.9,0.1,18.5,296.0,24.1,0.0,0.0,334.1,3.9,274.0,31.1,422.0,44.1,12.0,438.0,7.0,0.0,33.0,485.0,39.0,1.0,148.0,37.7,SF,16.0,386.0,7,10,14,6
Jace Sternberger,TE,362.8,1.4,0.0,0.0,1.0,0.1,9.5,0.0,0.0,0.0,341.0,17.4,0.0,0.0,348.7,2.4,311.0,29.4,454.0,30.7,13.0,429.0,12.0,1.0,114.0,442.0,0.0,0.0,0.0,15.2,GB,15.0,391.0,27,28,6,2
Jack Doyle,TE,261.2,2.9,0.0,0.0,1.6,0.2,17.9,0.0,0.0,0.0,114.0,41.1,0.0,0.0,267.5,4.6,172.0,64.1,271.0,35.9,10.0,371.0,23.0,3.0,251.0,267.0,0.0,0.0,0.0,32.6,IND,12.0,360.0,20,4,32,1
Jacksonville Jaguars,DEF,313.7,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,58.0,0.0,0.0,312.1,3.4,213.0,58.0,287.0,20.0,10.0,347.0,0.0,0.0,0.0,306.0,0.0,0.0,0.0,16.9,JAC,13.0,355.0,21,23,14,0
Jacob Eason,QB,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,355.4,0.0,294.0,0.0,404.0,29.5,12.0,409.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,10.0,IND,16.0,304.0,15,4,31,2
Jacob Harris,TE,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,346.2,0.0,244.0,0.0,408.0,41.5,12.0,453.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,46.8,LAR,15.0,387.0,30,27,25,4
Jacob Hollister,TE,330.6,2.6,0.0,0.0,1.6,0.2,13.1,0.0,0.0,0.0,178.0,40.9,0.0,0.0,330.9,4.1,227.0,65.9,393.0,38.6,12.0,388.0,25.0,3.0,209.0,389.0,0.0,0.0,0.0,32.2,JAC,14.0,376.0,15,25,2,2
Jaelon Darden,WR,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,0.0,0.0,429.0,0.0,321.0,0.0,492.0,111.1,13.0,652.0,0.0,0.0,0.0,498.0,0.0,0.0,0.0,5.0,TB,16.0,362.0,19,15,21,6
Jake Elliott,K,267.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,75.0,0.0,0.0,272.9,4.7,202.0,75.0,252.0,27.8,10.0,342.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,29.2,PHI,12.0,353.0,3,1,29,0
Jake Funk,RB,289.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,300.4,0.0,187.0,0.0,347.0,43.1,11.0,393.0,0.0,0.0,0.0,376.0,0.0,0.0,0.0,48.8,LAR,14.0,389.0,1,5,10,4
Jakeem Grant Sr.,WR,281.5,3.7,0.0,0.0,2.6,0.1,26.6,0.2,0.0,1.4,212.0,51.3,0.0,0.0,352.5,6.2,301.0,87.3,504.0,61.3,13.0,454.0,36.0,1.0,373.0,459.0,3.0,0.0,20.0,69.5,MIA,15.0,351.0,20,4,29,0
Jakobi Meyers,WR,200.9,6.0,0.0,0.0,4.2,0.0,52.1,0.1,0.0,0.6,101.0,83.52,0.0,0.0,143.8,10.2,67.0,142.52,140.0,45.0,7.0,271.0,59.0,0.0,729.0,194.0,2.0,0.0,9.0,34.1,NE,11.0,285.0,2,1,30,3
Jalen Guyton,WR,313.9,4.3,0.0,0.0,1.8,0.2,31.9,0.1,0.0,0.0,171.0,69.1,0.0,0.0,320.3,6.1,216.0,97.1,353.0,47.5,11.0,390.0,28.0,3.0,511.0,365.0,2.0,0.0,0.0,51.4,LAC,14.0,389.0,28,24,23,5
Jalen Hurd,WR,326.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,347.2,0.0,269.0,0.0,418.0,43.0,12.0,396.0,0.0,0.0,0.0,402.0,0.0,0.0,0.0,49.1,SF,15.0,380.0,1,9,2,6
Jalen Hurts,QB,92.2,7.5,0.4,70.7,0.0,0.0,0.0,4.2,0.2,23.6,67.0,112.44,6.0,1061.0,94.2,7.6,56.0,113.44,90.0,13.8,6.0,154.0,0.0,0.0,0.0,89.0,63.0,3.0,354.0,15.5,PHI,7.0,254.0,4,2,32,1
Jalen Reagor,WR,155.5,5.1,0.0,0.0,2.8,0.1,36.0,0.4,0.0,2.4,97.0,56.2,0.0,0.0,172.6,7.9,101.0,87.2,161.0,31.4,8.0,285.0,31.0,1.0,396.0,143.0,4.0,0.0,26.0,26.2,PHI,9.0,231.0,17,3,32,2
Jalen Richard,RB,325.5,2.5,0.0,0.0,1.5,0.0,10.6,1.7,0.1,9.5,187.0,32.1,0.0,0.0,287.6,3.9,188.0,51.1,306.0,32.6,11.0,386.0,19.0,0.0,138.0,334.0,22.0,1.0,123.0,25.1,LV,13.0,392.0,28,27,19,3
Jamaal Williams,RB,128.2,6.9,0.0,0.0,2.2,0.1,16.9,8.5,0.1,36.1,66.0,96.1,0.0,0.0,110.9,9.1,70.0,127.1,106.0,18.5,6.0,168.0,31.0,1.0,236.0,124.0,119.0,2.0,505.0,16.0,DET,9.0,194.0,29,29,21,2
Jameis Winston,QB,213.1,0.6,0.0,18.8,0.0,0.0,0.0,2.0,0.0,-1.5,98.0,2.4,0.0,75.0,169.6,0.6,102.0,2.4,157.0,50.6,8.0,345.0,0.0,0.0,0.0,206.0,8.0,0.0,-6.0,61.8,NO,11.0,385.0,10,13,10,1
