PLAYER NAME,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_TGT,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,PPR_RK,PPR_TIERS,REC,REC_TDS,REC_TGT,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,DEPTH
Stefon Diggs,12.6,7.9,0.5,10.4,95.9,0.1,0.0,0.1,201.6,3.4,1.0,3.0,1.4,1.0,8.0,20.5,328.6,3.2,1.0,3.0,1.1,1.0,6.0,3.0,1.0,127.0,8.0,166.0,1535.0,1.0,0.0,1.0,BUF,16,16,18,31.3,0.0,81.3,1
Sterling Shepard,8.0,5.5,0.3,7.5,54.7,0.5,0.1,4.1,96.5,65.4,44.0,65.0,8.9,7.0,119.0,13.5,162.5,60.3,40.0,60.0,9.0,7.0,88.0,60.0,7.0,66.0,3.0,90.0,656.0,6.0,1.0,49.0,NYG,13,17,12,8.3,33.3,41.7,2
Steven Sims Jr.,2.5,2.3,0.1,3.1,22.1,0.1,0.0,1.5,30.3,115.6,89.0,120.0,19.8,10.0,195.0,4.8,57.3,124.8,97.0,131.0,26.4,10.0,201.0,120.0,10.0,27.0,1.0,37.0,265.0,1.0,0.0,18.0,PIT,22,22,14,0.0,0.0,0.0,0
T.J. Vasher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.5,203.0,237.0,6.5,13.0,216.0,0.0,0.0,213.2,172.0,235.0,32.2,13.0,261.0,235.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,27,21,27,0.0,0.0,0.0,7
T.Y. Hilton,7.2,3.7,0.3,6.2,50.8,0.0,0.0,0.0,108.2,53.5,22.0,52.0,6.5,6.0,83.0,10.9,164.2,70.0,42.0,75.0,14.8,7.0,130.0,53.0,6.0,56.0,5.0,93.0,762.0,0.0,0.0,0.0,IND,9,2,31,13.3,53.3,26.7,1
Tajae Sharpe,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,162.3,116.0,178.0,28.8,11.0,221.0,0.0,0.0,161.5,143.0,174.0,15.6,11.0,194.0,176.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,ATL,8,12,10,0.0,0.0,0.0,4
Tee Higgins,8.0,4.2,0.4,6.8,56.8,0.3,0.0,1.8,127.6,25.2,12.0,24.0,3.5,4.0,35.0,12.2,194.6,23.5,13.0,22.0,4.8,4.0,38.0,24.0,4.0,67.0,6.0,108.0,908.0,5.0,0.0,28.0,CIN,24,20,22,6.3,31.3,43.8,2
Terrace Marshall Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.7,59.0,81.0,14.6,8.0,122.0,0.0,0.0,68.5,41.0,63.0,13.7,7.0,114.0,81.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,5,7,7,0.0,0.0,0.0,0
Terry McLaurin,9.1,5.8,0.3,8.9,74.5,0.1,0.0,2.0,136.8,10.8,7.0,9.0,2.0,3.0,18.0,14.9,223.8,11.0,7.0,11.0,2.0,3.0,19.0,11.0,3.0,87.0,4.0,134.0,1118.0,2.0,0.0,30.0,WAS,14,25,1,6.7,20.0,60.0,1
Tim Patrick,7.3,3.4,0.4,5.3,49.5,0.0,0.0,0.0,110.2,88.8,67.0,85.0,10.8,8.0,128.0,10.7,161.2,90.1,64.0,85.0,10.0,8.0,117.0,85.0,8.0,51.0,6.0,79.0,742.0,0.0,0.0,0.0,DEN,21,26,8,0.0,46.7,33.3,3
Travis Fulgham,6.0,2.9,0.3,5.2,41.5,0.0,0.0,0.0,77.9,105.2,68.0,99.0,9.3,8.0,132.0,8.9,115.9,109.3,76.0,112.0,15.6,9.0,189.0,101.0,8.0,38.0,4.0,67.0,539.0,0.0,0.0,0.0,PHI,17,3,32,7.7,61.5,23.1,4
Tre'Quan Smith,4.9,2.4,0.3,3.6,32.0,0.1,0.0,0.2,69.1,62.0,31.0,59.0,16.1,7.0,104.0,7.4,103.1,71.6,41.0,71.0,27.5,7.0,374.0,63.0,7.0,34.0,4.0,50.0,448.0,1.0,0.0,3.0,NO,6,11,5,0.0,71.4,14.3,1
Trent Sherfield,0.3,0.3,0.0,0.5,3.3,0.0,0.0,0.0,5.0,231.0,209.0,238.0,30.4,13.0,274.0,0.7,10.0,148.5,94.0,166.0,33.6,11.0,218.0,231.0,13.0,5.0,0.0,7.0,50.0,0.0,0.0,0.0,SF,1,9,2,0.0,0.0,0.0,7
Trent Taylor,0.7,0.8,0.0,1.8,7.2,0.0,0.0,0.0,8.6,191.0,156.0,203.0,37.5,12.0,243.0,1.6,18.6,227.8,193.0,262.0,20.4,13.0,245.0,202.0,12.0,10.0,0.0,21.0,86.0,0.0,0.0,0.0,CIN,24,20,22,0.0,0.0,0.0,5
Trey Quinn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.5,139.0,210.0,38.5,12.0,216.0,0.0,0.0,184.0,137.0,259.0,47.0,13.0,231.0,211.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FA,33,33,33,0.0,0.0,0.0,0
Trishton Jackson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,137.0,197.0,25.0,12.0,198.0,0.0,0.0,203.8,152.0,224.0,28.9,13.0,232.0,195.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,18,6,28,0.0,0.0,0.0,7
Tutu Atwell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.8,80.0,122.0,11.0,10.0,133.0,0.0,0.0,113.7,83.0,121.0,13.2,10.0,142.0,121.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR,3,5,4,0.0,0.0,0.0,5
Tylan Wallace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.2,82.0,128.0,26.9,10.0,255.0,0.0,0.0,122.3,94.0,124.0,18.0,10.0,206.0,127.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAL,15,18,16,0.0,0.0,0.0,5
Tyler Boyd,7.6,5.3,0.3,7.3,56.1,0.3,0.0,3.3,113.64,38.7,21.0,37.0,5.2,5.0,61.0,12.8,192.64,31.1,21.0,30.0,5.3,5.0,45.0,33.0,5.0,79.0,4.0,110.0,841.0,5.0,0.0,49.0,CIN,24,20,22,6.7,33.3,46.7,3
Tyler Johnson,2.1,0.9,0.1,1.2,12.1,0.0,0.0,0.0,28.9,121.8,91.0,125.0,19.0,10.0,210.0,2.9,40.9,124.1,94.0,125.0,21.5,10.0,227.0,126.0,10.0,12.0,2.0,17.0,169.0,0.0,0.0,0.0,TB,19,15,21,0.0,0.0,0.0,4
Tyler Lockett,10.3,6.3,0.6,8.3,65.9,0.0,0.0,0.0,165.4,24.1,12.0,22.0,4.5,4.0,40.0,16.6,265.4,18.8,11.0,20.0,3.8,4.0,31.0,21.0,4.0,100.0,10.0,132.0,1054.0,0.0,0.0,0.0,SEA,30,28,26,18.8,43.8,37.5,2
Tyreek Hill,16.1,5.8,1.0,9.0,85.1,0.9,0.1,8.2,241.9,1.4,1.0,1.0,0.9,1.0,8.0,21.9,328.9,2.7,1.0,2.0,1.4,1.0,10.0,2.0,1.0,87.0,15.0,135.0,1276.0,13.0,2.0,123.0,KC,26,23,25,33.3,6.7,80.0,1
Tyrell Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,45.0,90.0,16.4,8.0,121.0,0.0,0.0,75.1,42.0,77.0,16.4,8.0,122.0,90.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DET,23,30,6,0.0,0.0,0.0,1
Tyrie Cleveland,0.6,0.6,0.0,0.9,6.3,0.0,0.0,0.0,6.3,191.5,171.0,228.0,20.5,13.0,212.0,1.2,12.3,216.2,182.0,237.0,22.0,13.0,239.0,222.0,12.0,6.0,0.0,9.0,63.0,0.0,0.0,0.0,DEN,21,26,8,0.0,0.0,0.0,7
Tyron Johnson,5.0,1.7,0.3,2.2,33.2,0.3,0.0,1.4,59.5,99.0,54.0,103.0,10.3,8.0,131.0,6.6,79.5,108.8,86.0,109.0,12.4,9.0,160.0,103.0,9.0,20.0,3.0,26.0,398.0,3.0,0.0,17.0,JAC,4,8,3,0.0,0.0,0.0,3
Van Jefferson,1.7,1.2,0.1,1.9,13.8,0.1,0.0,-0.1,27.9,90.2,36.0,88.0,8.8,8.0,116.0,2.9,46.9,87.3,61.0,87.0,9.4,8.0,126.0,88.0,8.0,19.0,1.0,31.0,220.0,1.0,0.0,-1.0,LAR,3,5,4,0.0,0.0,0.0,3
Will Fuller V,12.4,4.8,0.7,6.8,79.9,0.1,0.0,0.0,135.9,37.7,22.0,35.0,8.1,5.0,85.0,17.2,188.9,40.0,24.0,39.0,6.9,5.0,63.0,37.0,5.0,53.0,8.0,75.0,879.0,1.0,0.0,0.0,MIA,20,4,29,18.2,9.1,72.7,0
Willie Snead IV,4.7,2.5,0.2,3.7,33.2,0.0,0.0,0.0,61.2,136.2,110.0,146.0,11.7,10.0,160.0,7.2,94.2,133.9,104.0,138.0,12.6,10.0,157.0,145.0,10.0,33.0,3.0,48.0,432.0,0.0,0.0,0.0,LV,31,32,17,0.0,0.0,0.0,0
Zach Pascal,5.8,2.8,0.3,4.4,39.3,0.0,0.0,0.0,92.9,96.3,64.0,96.0,9.2,8.0,128.0,8.6,136.9,97.6,60.0,102.0,11.3,9.0,124.0,98.0,8.0,44.0,5.0,71.0,629.0,0.0,0.0,0.0,IND,9,2,31,6.3,68.8,18.8,4
Zay Jones,1.4,0.9,0.1,1.3,9.6,0.0,0.0,0.0,22.56,159.2,90.0,175.0,31.0,11.0,192.0,2.3,36.56,152.2,109.0,169.0,26.7,11.0,197.0,173.0,11.0,14.0,1.0,20.0,154.0,0.0,0.0,0.0,LV,31,32,17,0.0,0.0,0.0,5
