,AVG_FAN PTS,AVG_REC,AVG_REC_TDS,AVG_REC_YDS,AVG_RUSH_ATT,AVG_RUSH_TDS,AVG_RUSH_YDS,AVG_TGT,FAN PTS,POS_AVG.,POS_BEST,POS_RK,POS_STD.DEV,POS_TIERS,POS_WORST,PPR_AVG_FAN PTS,PPR_FAN PTS,PPR_POS_AVG.,PPR_POS_BEST,PPR_POS_RK,PPR_POS_STD.DEV,PPR_POS_TIERS,PPR_POS_WORST,REC,REC_TDS,REC_YDS,RUSH_ATT,RUSH_TDS,RUSH_YDS,TEAM,TGT,FULL_SOS,SEASON_SOS,PLAYOFF_SOS,BOOM,BUST,STARTER,PPR_BOOM,PPR_BUST,PPR_STARTER,DEPTH,STANDARD_ADP,PPR_ADP,20_YD_ATT,20_YD_%RUSH,10_YD_ATT,10_YD_%RUSH,5_YD_ATT,5_YD_%RUSH,20_YD_TGT,20_YD_%TGT,10_YD_TGT,10_YD_%TGT
KYLE PITTS,5.0,3.1,0.2,39.2,0.1,0.0,-0.2,5.3,84.3,5.7,3.0,6.0,1.5,2.0,11.0,8.1,137.3,7.0,3,7,1.8,2,12,53.0,3.0,667.0,1.0,0.0,-4.0,ATL,90.0,15,13,19,0,50,25,0,56,25,1,67.0,63,0,0.0,0,0.0,0,0.0,5,9.3,3,10.7
KYLEN GRANSON,2.9,2.0,0.1,24.5,0.1,0.0,0.1,3.3,43.0,41.7,30.0,42.0,5.9,6.0,58.0,4.9,73.0,42.0,30,42,5.6,6,58,30.0,1.0,368.0,1.0,0.0,2.0,IND,50.0,21,24,7,0,71,21,0,71,21,1,500.0,500,0,0.0,0,0.0,0,0.0,5,8.5,4,16.0
LOGAN THOMAS,4.5,3.4,0.3,31.0,0.1,0.0,0.1,4.9,71.8,51.6,33.0,63.0,16.8,7.0,91.0,7.9,126.8,51.2,33,62,16.1,7,88,55.0,4.0,496.0,1.0,0.0,2.0,SF,78.0,12,7,22,0,67,27,7,47,20,0,500.0,500,0,0.0,0,0.0,0,0.0,9,14.1,6,17.1
LUCAS KRULL,2.2,1.1,0.1,13.6,0.0,0.0,0.0,2.0,15.5,56.9,37.0,64.0,12.3,7.0,79.0,3.4,23.5,57.6,42,67,11.4,7,80,8.0,1.0,95.0,0.0,0.0,0.0,DEN,14.0,30,25,30,0,83,17,0,83,17,3,500.0,500,0,0.0,0,0.0,0,0.0,2,3.1,2,5.7
LUKE FARRELL,0.9,0.8,0.0,9.1,0.0,0.0,0.0,0.9,15.5,77.8,65.0,80.0,8.8,8.0,97.0,1.7,28.5,76.4,63,81,8.7,8,93,13.0,0.0,155.0,0.0,0.0,0.0,JAC,15.0,19,10,25,0,93,0,0,93,0,2,500.0,500,0,0.0,0,0.0,0,0.0,1,1.6,1,3.3
LUKE MUSGRAVE,3.7,3.1,0.1,32.0,0.0,0.0,0.0,4.2,41.2,18.5,12.0,16.0,3.1,3.0,33.0,6.8,75.2,18.0,11,16,3.2,3,33,34.0,1.0,352.0,0.0,0.0,0.0,GB,46.0,8,9,15,0,60,20,0,50,20,1,157.5,500,0,0.0,0,0.0,0,0.0,5,5.6,1,2.7
LUKE SCHOONMAKER,1.1,0.5,0.1,3.8,0.0,0.0,0.0,0.9,18.5,56.8,39.0,54.0,10.0,7.0,78.0,1.6,26.5,58.5,40,55,9.8,7,82,8.0,2.0,65.0,0.0,0.0,0.0,DAL,15.0,29,28,21,0,87,7,0,93,0,2,500.0,500,0,0.0,0,0.0,0,0.0,5,4.8,3,5.9
MARCEDES LEWIS,0.5,0.2,0.1,1.7,0.0,0.0,0.0,0.3,8.9,130.7,112.0,126.0,15.0,10.0,151.0,0.8,12.9,126.4,103,121,16.9,10,150,4.0,1.0,29.0,0.0,0.0,0.0,CHI,5.0,20,19,16,0,92,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,2,3.6,1,3.8
MARK ANDREWS,9.0,4.5,0.6,54.4,0.1,0.0,0.0,6.1,90.4,3.1,1.0,3.0,1.2,1.0,6.0,13.5,135.4,4.3,1,4,1.5,2,8,45.0,6.0,544.0,1.0,0.0,0.0,BAL,61.0,6,12,10,20,20,70,20,30,70,1,50.0,45,1,0.9,0,0.0,0,0.0,14,21.9,7,22.6
MICHAEL JACOBSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.7,96.0,142.0,11.9,10.0,123.0,0.0,0.0,111.3,99,140,8.8,10,119,0.0,0.0,0.0,0.0,0.0,0.0,NO,0.0,13,22,5,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MICHAEL MAYER,3.2,1.9,0.1,21.7,0.0,0.0,0.0,2.9,44.4,32.3,23.0,28.0,4.4,4.0,45.0,5.1,71.4,31.8,17,28,4.7,4,45,27.0,2.0,304.0,0.0,0.0,0.0,LV,40.0,10,18,9,0,69,23,0,69,23,2,500.0,500,0,0.0,0,0.0,0,0.0,7,9.9,2,5.7
MIKE GESICKI,2.1,1.7,0.1,14.4,0.0,0.0,0.0,2.6,36.4,28.3,20.0,26.0,3.8,4.0,41.0,3.8,65.4,28.3,20,26,4.0,4,41,29.0,2.0,244.0,0.0,0.0,0.0,CIN,45.0,26,23,28,0,88,13,0,81,0,1,500.0,500,0,0.0,0,0.0,0,0.0,6,16.7,2,15.4
MITCHELL WILCOX,0.3,0.5,0.0,3.3,0.0,0.0,0.0,0.7,5.6,120.0,83.0,115.0,23.1,9.0,150.0,0.9,14.6,117.6,87,111,24.8,9,153,9.0,0.0,56.0,0.0,0.0,0.0,FA,12.0,33,33,33,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,2,2.7,1,2.7
MO ALIE-COX,2.1,0.8,0.2,9.5,0.0,0.0,0.0,1.3,36.1,54.2,42.0,62.0,9.1,7.0,72.0,2.9,49.1,57.7,43,63,10.1,7,74,13.0,3.0,161.0,0.0,0.0,0.0,IND,22.0,21,24,7,0,80,13,0,87,7,2,500.0,500,0,0.0,0,0.0,0,0.0,3,5.1,1,4.0
MORAL STEPHENS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,88.0,145.0,8.0,10.0,104.0,0.0,0.0,123.0,120,159,3.0,11,126,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
MYCOLE PRUITT,1.0,0.5,0.1,6.5,0.0,0.0,0.0,0.7,17.0,71.6,46.0,85.0,16.3,8.0,92.0,1.5,26.0,77.0,50,87,16.6,8,98,9.0,1.0,110.0,0.0,0.0,0.0,PIT,12.0,23,27,8,0,94,6,0,94,0,4,500.0,500,0,0.0,0,0.0,0,0.0,3,5.6,2,7.1
NATE ADKINS,0.2,0.4,0.0,2.2,0.0,0.0,0.0,0.5,2.2,117.2,84.0,120.0,20.4,10.0,148.0,0.6,6.2,112.4,83,119,23.9,9,154,4.0,0.0,22.0,0.0,0.0,0.0,DEN,5.0,30,25,30,0,100,0,0,100,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NICK GUGGEMOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,89.0,122.0,4.3,10.0,99.0,0.0,0.0,118.3,97,147,15.2,10,131,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NICK VANNETT,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.1,0.3,98.9,77.0,100.0,20.1,9.0,142.0,0.2,1.3,98.0,79,100,20.6,9,142,1.0,0.0,3.0,0.0,0.0,0.0,TEN,1.0,2,5,4,0,100,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
NOAH FANT,2.4,1.9,0.0,24.4,0.0,0.0,0.0,2.5,41.4,23.5,15.0,23.0,4.1,4.0,34.0,4.3,73.4,22.8,15,22,4.1,4,33,32.0,0.0,414.0,0.0,0.0,0.0,SEA,43.0,27,29,18,0,80,0,0,73,7,1,500.0,500,0,0.0,0,0.0,0,0.0,2,3.1,0,0.0
NOAH GRAY,2.5,1.6,0.1,17.9,0.1,0.0,0.1,2.4,42.6,46.4,35.0,45.0,9.4,6.0,94.0,4.2,70.6,46.6,36,45,9.4,6,95,28.0,2.0,305.0,1.0,0.0,1.0,KC,41.0,5,2,23,0,88,6,0,94,6,2,500.0,500,1,1.4,1,2.6,0,0.0,3,3.4,2,4.2
NOAH TOGIAI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,107.0,149.0,8.6,10.0,128.0,0.0,0.0,133.0,122,156,7.9,11,140,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
PAT FREIERMUTH,3.7,2.7,0.2,25.7,0.0,0.0,0.0,3.9,44.8,14.0,9.0,13.0,2.8,3.0,26.0,6.4,76.8,13.5,9,13,2.6,3,26,32.0,2.0,308.0,0.0,0.0,0.0,PIT,47.0,23,27,8,0,64,18,9,82,18,1,128.0,136,0,0.0,0,0.0,0,0.0,6,14.3,2,11.1
PAYNE DURHAM,0.4,0.4,0.0,4.5,0.0,0.0,0.0,0.5,5.8,76.0,61.0,82.0,12.8,8.0,102.0,0.8,10.8,75.5,60,85,13.7,8,102,5.0,0.0,58.0,0.0,0.0,0.0,TB,7.0,18,17,17,0,100,0,0,100,0,2,500.0,500,0,0.0,0,0.0,0,0.0,1,1.7,0,0.0
PEYTON HENDERSHOT,0.5,0.5,0.0,4.8,0.1,0.0,0.0,0.9,3.8,82.5,64.0,87.0,11.0,8.0,101.0,1.0,7.8,81.3,64,86,9.4,8,97,4.0,0.0,38.0,1.0,0.0,0.0,FA,7.0,33,33,33,0,100,0,0,100,0,0,500.0,500,1,1.0,1,2.0,1,4.2,2,1.9,1,2.0
PHARAOH BROWN,1.5,0.8,0.1,12.2,0.0,0.0,0.0,0.9,24.8,65.4,49.0,73.0,8.1,8.0,77.0,2.2,37.8,65.9,50,74,8.1,8,79,13.0,1.0,208.0,0.0,0.0,0.0,SEA,15.0,27,29,18,8,85,8,0,92,8,2,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
QUINTIN MORRIS,0.6,0.1,0.1,1.7,0.0,0.0,0.0,0.2,8.6,105.1,95.0,103.0,9.1,9.0,117.0,0.7,10.6,109.9,100,107,8.6,9,122,2.0,1.0,26.0,0.0,0.0,0.0,BUF,3.0,17,6,29,0,90,10,0,90,0,3,500.0,500,0,0.0,0,0.0,0,0.0,2,3.2,0,0.0
ROBERT TONYAN,0.7,0.6,0.0,6.6,0.0,0.0,0.0,1.0,11.2,64.5,41.0,72.0,20.1,8.0,103.0,1.3,22.2,63.9,41,75,19.8,8,102,11.0,0.0,112.0,0.0,0.0,0.0,MIN,17.0,3,3,6,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,2,3.6,0,0.0
RODNEY WILLIAMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,124.0,117.0,130.0,7.2,10.0,135.0,0.0,0.0,128.2,119,139,7.3,10,139,0.0,0.0,0.0,0.0,0.0,0.0,PIT,2.0,23,27,8,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ROSS DWELLEY,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.2,1.2,89.0,68.0,90.0,12.2,8.0,104.0,0.2,2.2,94.1,73,94,12.4,9,112,1.0,0.0,12.0,0.0,0.0,0.0,ATL,2.0,15,13,19,0,100,0,0,100,0,3,500.0,500,0,0.0,0,0.0,0,0.0,1,1.4,0,0.0
SAM LAPORTA,9.0,5.1,0.6,52.3,0.1,0.0,0.2,7.1,153.3,1.7,1.0,1.0,0.8,1.0,5.0,14.1,239.3,1.7,1,1,0.9,1,5,86.0,10.0,889.0,1.0,0.0,4.0,DET,120.0,9,11,14,25,38,44,31,25,56,1,31.5,30,0,0.0,0,0.0,0,0.0,15,23.1,10,28.6
SEAN MCKEON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,124.8,119.0,132.0,4.8,10.0,132.0,0.0,0.0,123.8,115,130,5.4,10,129,0.0,0.0,0.0,0.0,0.0,0.0,DET,2.0,9,11,14,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,1,1.0,1,2.0
SHANE ZYLSTRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.4,116.0,155.0,16.8,11.0,155.0,0.0,0.0,136.4,115,150,15.9,10,155,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
STEPHEN CARLSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,98.0,141.0,16.4,10.0,144.0,0.0,0.0,114.5,100,128,11.0,10,131,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
STEPHEN SULLIVAN,1.1,1.1,0.0,11.4,0.0,0.0,0.0,2.2,12.5,105.2,80.0,113.0,18.9,9.0,129.0,2.2,24.5,103.2,77,114,19.4,9,124,12.0,0.0,125.0,0.0,0.0,0.0,FA,24.0,33,33,33,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
STONE SMARTT,1.3,0.7,0.1,9.7,0.0,0.0,0.0,1.3,21.5,77.7,51.0,83.0,22.6,8.0,138.0,2.0,32.5,77.9,52,83,21.5,8,136,11.0,1.0,155.0,0.0,0.0,0.0,LAC,21.0,24,26,13,0,92,8,0,92,8,3,500.0,500,0,0.0,0,0.0,0,0.0,2,2.7,2,4.5
TANNER CONNER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.5,121.0,163.0,9.5,11.0,140.0,0.0,0.0,129.0,113,163,16.0,11,145,0.0,0.0,0.0,0.0,0.0,0.0,MIA,0.0,32,32,26,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TANNER HUDSON,3.4,3.3,0.1,29.3,0.0,0.0,0.0,4.2,41.2,48.0,35.0,47.0,6.5,6.0,63.0,6.7,80.2,47.4,34,47,6.9,6,64,39.0,1.0,352.0,0.0,0.0,0.0,CIN,50.0,26,23,28,0,64,9,0,55,0,3,500.0,500,0,0.0,0,0.0,0,0.0,3,4.1,0,0.0
TANNER MCLACHLAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,79.0,97.0,13.5,9.0,127.0,0.0,0.0,100.3,79,95,15.6,9,131,0.0,0.0,0.0,0.0,0.0,0.0,CIN,0.0,26,23,28,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TAYSOM HILL,6.9,2.1,0.1,18.2,5.1,0.3,25.1,2.5,110.5,16.0,8.0,17.0,13.3,4.0,137.0,9.0,143.5,22.1,11,21,12.8,4,137,33.0,2.0,291.0,81.0,4.0,401.0,NO,40.0,13,22,5,20,47,40,13,47,40,2,158.5,158,27,29.7,18,32.7,7,35.0,4,6.2,3,9.1
TEAGAN QUITORIANO,0.5,0.3,0.0,4.7,0.0,0.0,0.0,0.4,3.3,101.6,99.0,110.0,2.9,9.0,106.0,0.8,5.3,114.4,101,120,7.0,10,121,2.0,0.0,33.0,0.0,0.0,0.0,FA,3.0,33,33,33,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
THEO JOHNSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,23.0,37.0,5.9,5.0,56.0,0.0,0.0,34.1,22,37,5.5,5,53,0.0,0.0,0.0,0.0,0.0,0.0,NYG,0.0,25,31,3,0,0,0,0,0,0,2,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
THOMAS ODUKOYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,120.0,159.0,3.0,11.0,126.0,0.0,0.0,106.0,100,149,6.0,10,112,0.0,0.0,0.0,0.0,0.0,0.0,TEN,0.0,2,5,4,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
THOMAS YASSMIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,89.0,150.0,10.0,10.0,109.0,0.0,0.0,124.0,121,161,3.0,11,127,0.0,0.0,0.0,0.0,0.0,0.0,DEN,0.0,30,25,30,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TIM BOYLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.7,94.0,133.0,8.6,10.0,115.0,0.0,0.0,129.7,116,154,9.9,11,139,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,100,0,0,100,0,0,500.0,500,1,2.7,0,0.0,0,0.0,0,0.0,0,0.0
TIP REIMAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.2,57.0,77.0,10.7,8.0,93.0,0.0,0.0,71.6,55,76,9.7,8,90,0.0,0.0,0.0,0.0,0.0,0.0,ARI,0.0,11,16,11,0,0,0,0,0,0,3,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TJ HOCKENSON,8.3,6.3,0.3,64.0,0.0,0.0,0.0,8.5,124.0,18.0,12.0,15.0,3.9,3.0,35.0,14.6,219.0,16.5,11,15,3.6,3,33,95.0,5.0,960.0,0.0,0.0,0.0,MIN,127.0,3,3,6,20,13,40,27,7,67,1,124.5,121,0,0.0,0,0.0,0,0.0,10,12.7,7,14.9
TOMMY HUDSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.3,111.0,146.0,6.2,10.0,125.0,0.0,0.0,113.3,112,144,0.9,10,114,0.0,0.0,0.0,0.0,0.0,0.0,NO,0.0,13,22,5,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TOMMY SWEENEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.4,121.0,147.0,8.1,10.0,144.0,0.0,0.0,129.2,118,141,7.8,10,138,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TOMMY TREMBLE,2.3,1.4,0.2,12.1,0.0,0.0,0.0,2.0,37.4,51.3,40.0,52.0,6.2,7.0,71.0,3.8,60.4,51.9,41,53,7.4,7,73,23.0,3.0,194.0,0.0,0.0,0.0,CAR,32.0,4,8,1,0,71,14,0,86,0,2,500.0,500,0,0.0,0,0.0,0,0.0,4,11.1,3,13.6
TRAVIS KELCE,8.4,6.2,0.3,65.6,0.0,0.0,0.0,8.1,126.4,2.0,1.0,2.0,1.1,1.0,7.0,14.6,219.4,1.9,1,2,1.0,1,5,93.0,5.0,984.0,0.0,0.0,0.0,KC,121.0,5,2,23,13,20,60,27,20,73,1,30.0,21,0,0.0,0,0.0,0,0.0,19,21.6,10,20.8
TRAVIS VOKOLEK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.5,112.0,151.0,18.6,10.0,160.0,0.0,0.0,128.3,109,146,19.2,10,160,0.0,0.0,0.0,0.0,0.0,0.0,ARI,0.0,11,16,11,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TREVON WESCO,0.1,0.1,0.0,1.4,0.0,0.0,0.0,0.2,2.1,105.0,90.0,134.0,10.6,10.0,113.0,0.2,3.1,101.7,88,129,9.7,10,109,1.0,0.0,21.0,0.0,0.0,0.0,FA,3.0,33,33,33,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TREY KNOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.5,149.0,168.0,6.5,11.0,162.0,0.0,0.0,155.0,148,168,7.0,11,162,0.0,0.0,0.0,0.0,0.0,0.0,MIN,0.0,3,3,6,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TREY MCBRIDE,5.9,4.8,0.2,48.5,0.0,0.0,0.0,6.2,100.5,4.7,2.0,4.0,1.9,2.0,10.0,10.7,181.5,3.5,1,3,1.4,1,7,81.0,3.0,825.0,0.0,0.0,0.0,ARI,106.0,11,16,11,19,56,25,25,44,38,1,48.0,50,0,0.0,0,0.0,0,0.0,11,19.0,7,26.9
TUCKER FISK,0.1,0.2,0.0,1.5,0.0,0.0,0.0,0.2,0.9,109.3,89.0,123.0,21.3,10.0,145.0,0.3,1.9,106.0,89,123,16.3,10,133,1.0,0.0,9.0,0.0,0.0,0.0,LAC,1.0,24,26,13,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TUCKER KRAFT,2.8,1.8,0.1,20.9,0.0,0.0,0.0,2.4,47.5,28.9,18.0,27.0,4.9,4.0,47.0,4.6,78.5,28.9,18,27,5.2,4,46,31.0,2.0,355.0,0.0,0.0,0.0,GB,40.0,8,9,15,0,62,23,0,62,23,2,500.0,500,0,0.0,0,0.0,0,0.0,7,7.8,3,8.1
TY JAMES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.5,139.0,166.0,0.5,11.0,140.0,0.0,0.0,145.0,144,167,1.0,11,146,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TYLER CONKLIN,3.7,3.6,0.0,36.5,0.1,0.0,0.0,5.1,62.1,20.9,14.0,20.0,4.0,4.0,34.0,7.2,123.1,19.7,14,18,4.0,4,32,61.0,0.0,621.0,1.0,0.0,0.0,NYJ,87.0,28,21,31,0,56,19,0,56,19,1,189.5,173,0,0.0,0,0.0,0,0.0,9,18.4,8,25.8
TYLER DAVIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.8,117.0,152.0,9.2,10.0,142.0,0.0,0.0,134.4,117,148,8.8,10,141,0.0,0.0,0.0,0.0,0.0,0.0,GB,0.0,8,9,15,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TYLER HIGBEE,4.1,3.1,0.1,33.0,0.0,0.0,0.0,4.7,61.5,39.9,28.0,38.0,7.0,5.0,72.0,7.2,108.5,39.4,26,38,6.9,5,68,47.0,2.0,495.0,0.0,0.0,0.0,LAR,70.0,22,14,27,7,60,20,7,67,27,2,500.0,500,0,0.0,0,0.0,0,0.0,5,6.8,4,9.8
TYLER KROFT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.3,91.0,127.0,8.7,10.0,112.0,0.0,0.0,126.0,113,153,9.6,10,136,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TYLER MABRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.3,110.0,119.0,8.7,9.0,133.0,0.0,0.0,114.2,105,115,6.7,9,123,0.0,0.0,0.0,0.0,0.0,0.0,SEA,0.0,27,29,18,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
TYREE JACKSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.3,124.0,160.0,7.4,11.0,141.0,0.0,0.0,130.3,127,155,4.0,11,136,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,100,0,0,100,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
WILL DISSLY,1.4,1.1,0.1,10.8,0.0,0.0,0.0,1.4,23.2,43.2,31.0,44.0,5.8,6.0,56.0,2.5,40.2,42.3,31,44,5.5,6,53,17.0,1.0,172.0,0.0,0.0,0.0,LAC,22.0,24,26,13,0,100,0,0,100,0,1,500.0,500,0,0.0,0,0.0,0,0.0,2,3.1,0,0.0
WILL MALLORY,1.7,1.5,0.0,17.3,0.0,0.0,0.0,2.2,20.7,62.1,46.0,66.0,9.1,7.0,81.0,3.2,38.7,62.3,46,66,9.2,7,81,18.0,0.0,207.0,0.0,0.0,0.0,IND,26.0,21,24,7,0,73,0,0,82,0,3,500.0,500,0,0.0,0,0.0,0,0.0,1,1.7,0,0.0
ZAC PARKER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.3,88.0,156.0,27.1,11.0,146.0,0.0,0.0,124.3,89,152,25.0,10,144,0.0,0.0,0.0,0.0,0.0,0.0,FA,0.0,33,33,33,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ZACH DAVIDSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.4,119.0,135.0,6.2,10.0,136.0,0.0,0.0,124.4,116,131,5.6,10,131,0.0,0.0,0.0,0.0,0.0,0.0,BUF,0.0,17,6,29,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ZACH ERTZ,3.5,3.9,0.1,26.7,0.0,0.0,0.0,6.1,24.7,30.3,17.0,33.0,6.0,5.0,42.0,7.4,51.7,28.8,15,32,5.7,5,41,27.0,1.0,187.0,0.0,0.0,0.0,WAS,43.0,16,15,20,0,57,14,0,43,29,1,500.0,500,0,0.0,0,0.0,0,0.0,7,12.1,2,7.7
ZACH GENTRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.2,116.0,138.0,7.8,10.0,137.0,0.0,0.0,127.0,117,135,5.8,10,133,0.0,0.0,0.0,0.0,0.0,0.0,LV,0.0,10,18,9,0,0,0,0,0,0,0,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
ZACK KUNTZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.6,84.0,96.0,16.0,9.0,142.0,0.0,0.0,106.3,84,96,16.7,9,143,0.0,0.0,0.0,0.0,0.0,0.0,NYJ,0.0,28,21,31,0,100,0,0,100,0,4,500.0,500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
